Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,367/323,311/231,18/34,37/56,0/2,1/0
2024,20/23,19/20,1/2,0/1,-,-
2023,30/33,26/23,0/4,4/6,-,-
2022,29/36,19/22,6/6,4/7,0/1,-
2021,28/34,25/26,-,2/8,-,1/0
2020,20/16,9/7,3/2,8/7,-,-
2019,31/36,25/25,2/4,4/7,-,-
2018,50/34,41/20,2/6,7/7,0/1,-
2017,70/30,70/26,0/3,0/1,-,-
2016,45/31,39/24,0/1,6/6,-,-
2015,34/27,33/24,1/3,-,-,-
2014,8/10,5/5,3/3,0/2,-,-
2013,2/6,0/4,-,2/2,-,-
2012,0/3,0/1,-,0/2,-,-
2011,0/4,0/4,-,-,-,-
