Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,209/168,23/18,169/134,6/8,-,11/8
2024,20/16,-,13/15,3/1,-,4/0
2023,33/24,3/1,26/18,2/2,-,2/3
2022,27/23,5/4,19/16,1/2,-,2/1
2021,14/12,1/2,13/8,0/2,-,-
2020,12/6,-,9/4,-,-,3/2
2019,18/25,1/3,17/21,0/1,-,-
2018,28/21,0/1,28/20,-,-,-
2017,24/11,8/3,16/8,-,-,-
2016,1/2,-,1/2,-,-,-
2014,10/9,2/2,8/7,-,-,-
2013,2/5,1/1,1/2,-,-,0/2
2012,11/8,2/1,9/7,-,-,-
2011,9/5,-,9/5,-,-,-
2010,0/1,-,0/1,-,-,-
