Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,37/27,26/21,11/6,-,-,-
2024,13/9,6/6,7/3,-,-,-
2023,13/6,9/4,4/2,-,-,-
2022,8/5,8/4,0/1,-,-,-
2021,2/3,2/3,-,-,-,-
2020,1/2,1/2,-,-,-,-
2019,0/2,0/2,-,-,-,-
