Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,89/47,11/6,61/31,8/8,-,9/2
2024,34/19,3/2,28/13,0/2,-,3/2
2023,26/10,-,14/7,6/3,-,6/0
2022,4/2,-,4/2,-,-,-
2021,7/3,-,7/3,-,-,-
2019,2/4,-,2/4,-,-,-
2018,5/3,5/2,-,0/1,-,-
2017,4/3,3/2,-,1/1,-,-
2016,7/3,-,6/2,1/1,-,-
