Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,67/72,9/10,40/52,0/2,-,18/8
2024,21/19,5/6,8/6,0/2,-,8/5
2023,20/21,0/1,10/17,-,-,10/3
2022,10/10,2/2,8/8,-,-,-
2021,8/12,-,8/12,-,-,-
2019,7/4,2/1,5/3,-,-,-
2018,1/5,-,1/5,-,-,-
2017,0/1,-,0/1,-,-,-
