Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,207/113,44/27,140/67,3/6,20/13,-
2024,37/25,9/9,20/11,0/2,8/3,-
2023,51/29,11/8,28/13,3/2,9/6,-
2022,37/18,14/7,20/7,-,3/4,-
2021,50/22,10/3,40/17,0/2,-,-
2020,21/10,-,21/10,-,-,-
2019,3/2,-,3/2,-,-,-
2018,4/1,-,4/1,-,-,-
2017,3/3,-,3/3,-,-,-
2016,1/3,-,1/3,-,-,-
