Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,256/216,215/185,41/28,0/3,-,-
2024,34/22,33/19,1/3,-,-,-
2023,32/31,23/26,9/5,-,-,-
2022,31/29,26/23,5/4,0/2,-,-
2021,35/27,25/18,10/9,-,-,-
2020,14/18,14/18,-,-,-,-
2019,32/23,31/22,1/1,-,-,-
2018,18/17,16/16,2/1,-,-,-
2017,26/23,26/20,0/2,0/1,-,-
2016,14/12,6/11,8/1,-,-,-
2015,11/6,6/4,5/2,-,-,-
2014,7/6,7/6,-,-,-,-
2013,2/2,2/2,-,-,-,-
