Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,115/63,84/37,12/15,12/9,-,7/2
2024,39/22,30/13,3/3,4/4,-,2/2
2023,40/20,31/15,4/5,-,-,5/0
2022,29/15,20/5,5/7,4/3,-,-
2021,3/4,1/3,-,2/1,-,-
2020,2/1,-,-,2/1,-,-
2019,2/1,2/1,-,-,-,-
