Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,37/47,6/8,30/37,1/2,-,-
2024,12/22,-,11/20,1/2,-,-
2023,22/21,3/6,19/15,-,-,-
2019,0/2,-,0/2,-,-,-
2018,3/2,3/2,-,-,-,-
