Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ATP - SINGLES :  Paris (France),hard,header
30.10. 20:35,Mpetshi Perricard G.,1,7^14,1,4,,,20,8,57%,87% (45/52),48% (19/40),0% (0/3),7% (4/56),24% (6/25),0% (0/0),39,25,69% (11/16),70% (64/92),12% (10/81),43% (74/173),3,0,79% (11/14),0% (0/15),38% (11/29),[],[],[],[],[],2.11
30.10. 20:35,Khachanov K.,2,6^12,6,6,,,6,0,69%,93% (52/56),76% (19/25),0% (0/0),13% (7/52),53% (21/40),100% (3/3),19,10,100% (7/7),88% (71/81),30% (28/92),57% (99/173),7,0,100% (15/15),21% (3/14),62% (18/29),[],"['2', '0', '5', '1']","['5', '4']",[],[],1.73
29.10. 17:35,Mpetshi Perricard G.,2,6^5,7^7,6,,,28,13,55%,92% (56/61),47% (23/49),100% (2/2),21% (12/57),23% (7/30),100% (1/1),49,53,83% (10/12),72% (79/110),22% (19/87),50% (98/197),6,0,100% (17/17),6% (1/16),55% (18/33),[],[],"['4', '2']",[],[],2.24
29.10. 17:35,Tiafoe F.,1,7^7,6^4,3,,,10,1,66%,79% (45/57),77% (23/30),0% (0/1),8% (5/61),53% (26/49),0% (0/2),26,18,75% (12/16),78% (68/87),28% (31/110),50% (99/197),4,0,94% (15/16),0% (0/17),45% (15/33),[],[],[],[],[],1.66
ATP - SINGLES :  Basel (Switzerland),hard,header
27.10. 20:10,Mpetshi Perricard G.,2,6,7^7,,,,22,2,61%,85% (33/39),72% (18/25),0% (0/0),25% (13/51),43% (10/23),33% (1/3),35,15,73% (8/11),80% (51/64),31% (23/74),54% (74/138),7,0,100% (11/11),9% (1/11),55% (12/22),"['2', '1']",[],[],[],[],2.64
27.10. 20:10,Shelton B.,0,4,6^4,,,,10,2,69%,75% (38/51),57% (13/23),67% (2/3),15% (6/39),28% (7/25),0% (0/0),24,15,69% (9/13),69% (51/74),20% (13/64),46% (64/138),3,0,91% (10/11),0% (0/11),45% (10/22),[],[],[],[],[],1.50
26.10. 20:40,Mpetshi Perricard G.,2,7^8,6,,,,17,2,60%,87% (33/38),72% (18/25),0% (0/0),19% (6/31),21% (6/28),50% (1/2),26,26,83% (5/6),81% (51/63),20% (12/59),52% (63/122),5,0,100% (11/11),9% (1/11),55% (12/22),[],"['1', '0']",[],[],[],3.20
26.10. 20:40,Rune H.,0,6^6,4,,,,5,2,53%,81% (25/31),79% (22/28),50% (1/2),13% (5/38),28% (7/25),0% (0/0),14,14,81% (13/16),80% (47/59),19% (12/63),48% (59/122),5,1,91% (10/11),0% (0/11),45% (10/22),[],[],[],[],[],1.36
