Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,139/105,69/50,40/24,18/26,12/5,-
2024,41/20,10/5,14/6,7/5,10/4,-
2023,37/27,9/9,21/12,5/5,2/1,-
2022,33/23,31/18,-,2/5,-,-
2021,24/22,15/9,5/6,4/7,-,-
2020,1/3,1/3,-,-,-,-
2019,2/7,2/4,-,0/3,-,-
2018,1/3,1/2,-,0/1,-,-
