Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,126/102,47/36,38/28,41/38,-,-
2024,6/3,-,-,6/3,-,-
2023,8/9,6/5,-,2/4,-,-
2022,8/5,1/2,-,7/3,-,-
2021,5/7,0/1,-,5/6,-,-
2020,3/3,-,-,3/3,-,-
2019,24/14,5/3,10/5,9/6,-,-
2018,22/18,7/4,12/8,3/6,-,-
2017,17/12,15/8,1/2,1/2,-,-
2016,20/17,12/10,5/5,3/2,-,-
2015,11/10,0/1,10/8,1/1,-,-
2014,2/4,1/2,-,1/2,-,-
