Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,52/39,42/33,5/5,-,-,5/1
2024,0/1,0/1,-,-,-,-
2023,22/8,15/6,2/1,-,-,5/1
2022,23/19,20/15,3/4,-,-,-
2021,7/10,7/10,-,-,-,-
2019,0/1,0/1,-,-,-,-
