Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,66/27,4/2,33/20,10/4,-,19/1
2024,6/3,-,0/2,0/1,-,6/0
2023,24/11,2/1,11/7,3/2,-,8/1
2022,26/7,-,17/7,4/0,-,5/0
2021,10/6,2/1,5/4,3/1,-,-
