Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,220/137,173/100,40/26,5/10,2/1,-
2024,44/22,41/17,1/1,2/4,-,-
2023,47/31,30/19,16/9,1/3,-,-
2022,43/32,33/27,10/5,-,-,-
2021,36/21,28/16,6/4,-,2/1,-
2020,4/5,1/2,3/3,-,-,-
2019,30/15,26/11,4/4,-,-,-
2018,14/8,14/8,-,-,-,-
2017,2/3,-,-,2/3,-,-
