Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,343/252,27/30,299/197,15/19,0/4,2/2
2024,13/9,-,13/9,-,-,-
2023,33/25,4/3,29/22,-,-,-
2022,25/18,-,25/17,0/1,-,-
2021,10/17,5/8,5/6,0/3,-,-
2020,3/5,-,3/4,-,-,0/1
2019,33/27,0/2,33/23,0/2,-,-
2018,31/29,3/5,23/21,3/1,0/2,2/0
2017,36/36,2/4,29/23,5/6,0/2,0/1
2016,51/32,5/4,42/25,4/3,-,-
2015,56/27,8/4,46/21,2/2,-,-
2014,33/17,-,32/16,1/1,-,-
2013,19/10,-,19/10,-,-,-
