Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,60/56,60/53,0/3,-,-,-
2024,19/15,19/15,-,-,-,-
2023,12/11,12/11,-,-,-,-
2022,11/18,11/16,0/2,-,-,-
2021,18/11,18/11,-,-,-,-
2018,0/1,-,0/1,-,-,-
