Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,103/86,4/2,44/31,35/38,2/3,18/12
2024,31/22,0/1,18/10,8/5,-,5/6
2023,31/17,4/1,9/5,7/7,-,11/4
2022,6/6,-,3/3,1/1,-,2/2
2021,0/1,-,-,0/1,-,-
2020,1/1,-,-,1/1,-,-
2019,3/2,-,3/1,0/1,-,-
2017,4/3,-,-,4/3,-,-
2016,17/15,-,7/7,9/6,1/2,-
2015,7/10,-,4/5,3/5,-,-
2014,2/8,-,-,2/8,-,-
2013,1/1,-,-,-,1/1,-
