Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,84/76,65/56,18/17,1/3,-,-
2024,18/10,18/10,-,-,-,-
2023,26/24,18/18,8/6,-,-,-
2022,24/21,19/15,4/4,1/2,-,-
2021,15/18,10/13,5/4,0/1,-,-
2020,1/2,-,1/2,-,-,-
2018,0/1,-,0/1,-,-,-
