Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,50/42,3/2,25/20,22/20,-,-
2024,21/11,-,21/11,-,-,-
2023,20/18,-,2/3,18/15,-,-
2022,5/11,1/1,0/5,4/5,-,-
2021,4/2,2/1,2/1,-,-,-
