Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,299/251,61/57,236/184,2/7,0/3,-
2024,18/22,11/11,7/10,-,0/1,-
2023,40/28,14/7,26/21,-,-,-
2022,35/37,12/18,21/18,2/1,-,-
2021,7/19,6/8,1/4,0/5,0/2,-
2020,13/10,0/1,13/9,-,-,-
2019,46/32,1/2,45/29,0/1,-,-
2018,27/21,2/2,25/19,-,-,-
2017,17/20,2/3,15/17,-,-,-
2016,30/26,0/2,30/24,-,-,-
2015,44/23,13/3,31/20,-,-,-
2014,22/13,-,22/13,-,-,-
