Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,93/72,33/23,52/43,8/6,-,-
2024,25/23,17/12,7/10,1/1,-,-
2023,33/22,5/4,21/13,7/5,-,-
2022,23/17,7/2,16/15,-,-,-
2021,9/9,1/4,8/5,-,-,-
2018,3/1,3/1,-,-,-,-
