Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,205/140,67/39,114/79,11/8,13/14,-
2024,44/21,18/6,21/13,-,5/2,-
2023,30/27,8/7,22/14,0/1,0/5,-
2022,36/26,13/7,17/14,2/1,4/4,-
2021,33/26,12/8,16/13,1/2,4/3,-
2020,18/17,9/6,6/9,3/2,-,-
2019,20/17,7/5,13/11,0/1,-,-
2018,21/5,-,16/4,5/1,-,-
2017,3/1,-,3/1,-,-,-
