Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,57/98,26/37,14/14,0/10,-,17/37
2024,8/17,5/10,2/3,0/1,-,1/3
2023,23/37,10/12,1/1,0/2,-,12/22
2022,16/29,8/9,4/5,0/3,-,4/12
2021,10/14,3/6,7/5,0/3,-,-
2020,0/1,-,-,0/1,-,-
