Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,81/61,63/51,18/7,0/3,-,-
2024,32/22,28/18,4/2,0/2,-,-
2023,33/18,28/14,5/3,0/1,-,-
2022,15/14,6/12,9/2,-,-,-
2021,1/7,1/7,-,-,-,-
