Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,227/151,17/22,201/113,7/10,2/6,-
2024,21/16,0/2,21/11,-,0/3,-
2023,35/33,10/8,25/23,0/1,0/1,-
2022,68/26,3/2,65/22,0/2,-,-
2021,56/28,1/1,48/20,7/7,-,-
2020,29/25,-,27/23,-,2/2,-
2019,10/14,2/7,8/7,-,-,-
2018,5/6,1/2,4/4,-,-,-
2017,1/1,-,1/1,-,-,-
2016,2/2,-,2/2,-,-,-
