Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,155/93,41/31,98/46,16/13,0/3,-
2024,16/21,4/11,12/9,-,0/1,-
2023,30/19,10/6,15/6,5/5,0/2,-
2022,34/21,7/7,21/11,6/3,-,-
2021,40/19,13/4,22/11,5/4,-,-
2020,11/4,-,11/3,0/1,-,-
2019,18/6,1/1,17/5,-,-,-
2018,6/3,6/2,0/1,-,-,-
