Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,31/29,16/17,14/9,1/3,-,-
2024,30/22,16/14,14/8,-,-,-
2023,1/5,0/2,0/1,1/2,-,-
2022,0/2,0/1,-,0/1,-,-
