Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,133/65,16/6,116/57,1/2,-,-
2024,24/16,4/1,20/15,-,-,-
2023,35/26,7/4,27/20,1/2,-,-
2022,44/16,-,44/16,-,-,-
2021,30/7,5/1,25/6,-,-,-
