Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ITF WOMEN - SINGLES :  W25 Cairns 2 (Australia),hard,header
ITF WOMEN - SINGLES :  W25 Cairns 2 (Australia),hard,header
12.10.2023,Mays L.,0,5,1,,,,['-'],['-'],['-'],['-'],['-'],6.76
12.10.2023,da Silva Fick G.,2,7,6,,,,['-'],['-'],['-'],['-'],['-'],1.08
11.10.2023,Mays L.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.01
11.10.2023,Osafune K.,0,1,1,,,,['-'],['-'],['-'],['-'],['-'],12.50
ITF WOMEN - SINGLES :  W25 Cairns (Australia),hard,header
04.10.2023,Mays L.,1,6,3,2,,,['-'],['-'],['-'],['-'],['-'],5.79
04.10.2023,Cabrera L.,2,4,6,6,,,['-'],['-'],['-'],['-'],['-'],1.11
ITF WOMEN - SINGLES :  W25 Perth 2 (Australia),hard,header
19.09.2023,Mays L.,1,0,6,3,,,['-'],['-'],['-'],['-'],['-'],2.06
19.09.2023,Yamazaki I.,2,6,3,6,,,['-'],['-'],['-'],['-'],['-'],1.68
ITF WOMEN - SINGLES :  W25 Perth (Australia),hard,header
14.09.2023,Mays L.,0,2,1,,,,['-'],['-'],['-'],['-'],['-'],0
14.09.2023,Matsuda M.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],0
12.09.2023,Mays L.,2,4,6,6,,,['-'],['-'],['-'],['-'],['-'],1.14
12.09.2023,Chilakalapudi S. S.,1,6,3,2,,,['-'],['-'],['-'],['-'],['-'],5.04
ITF WOMEN - SINGLES :  W15 Monastir 21 (Tunisia),hard,header
30.06.2023,Mays L.,0,4,4,,,,['-'],['-'],['-'],['-'],['-'],1.83
30.06.2023,Crescenzi G.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.88
29.06.2023,Mays L.,2,6,3,6,,,['-'],['-'],['-'],['-'],['-'],1.09
29.06.2023,Safi M.,1,1,6,0,,,['-'],['-'],['-'],['-'],['-'],6.49
28.06.2023,Mays L.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.18
28.06.2023,Marandel L.,0,4,2,,,,['-'],['-'],['-'],['-'],['-'],4.38
ITF WOMEN - SINGLES :  W15 Monastir 20 (Tunisia),hard,header
20.06.2023,Mays L.,0,3,3,,,,['-'],['-'],['-'],['-'],['-'],1.48
20.06.2023,Sijbesma M.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],2.51
ITF WOMEN - SINGLES :  W15 Monastir 15 (Tunisia),hard,header
10.05.2023,Mays L.,0,1,4,,,,['-'],['-'],['-'],['-'],['-'],1.47
10.05.2023,Adaloglou M.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],2.54
ITF WOMEN - SINGLES :  W15 Monastir 14 (Tunisia),hard,header
03.05.2023,Mays L.,1,6,5,0,,,['-'],['-'],['-'],['-'],['-'],1.25
03.05.2023,Karner E.,1,3,7,0,,,['-'],['-'],['-'],['-'],['-'],3.64
ITF WOMEN - SINGLES :  W15 Monastir 13 (Tunisia),hard,header
30.04.2023,Mays L.,1,6,4,1,,,['-'],['-'],['-'],['-'],['-'],5.25
30.04.2023,Shinikova I.,2,3,6,6,,,['-'],['-'],['-'],['-'],['-'],1.13
29.04.2023,Mays L.,2,4,7^7,7,,,['-'],['-'],['-'],['-'],['-'],3.64
29.04.2023,Milovanovic E.,1,6,6^3,5,,,['-'],['-'],['-'],['-'],['-'],1.25
28.04.2023,Mays L.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],3.26
28.04.2023,Adkar V.,0,2,2,,,,['-'],['-'],['-'],['-'],['-'],1.27
27.04.2023,Mays L.,2,7^7,6,,,,['-'],['-'],['-'],['-'],['-'],1.83
27.04.2023,Bougouffa H.,0,6^1,3,,,,['-'],['-'],['-'],['-'],['-'],1.88
25.04.2023,Mays L.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.14
25.04.2023,Tirunelveli T.,0,3,4,,,,['-'],['-'],['-'],['-'],['-'],5.15
ITF WOMEN - SINGLES :  W60 Canberra 2 (Australia),clay,header
ITF WOMEN - SINGLES :  W25 Swan Hill 2 (Australia),grass,header
03.03.2023,Mays L.,0,0,3,,,,['-'],['-'],['-'],['-'],['-'],9.20
