Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,38/27,4/8,28/17,0/2,-,6/0
2024,6/2,-,6/2,-,-,-
2023,6/0,-,-,-,-,6/0
2022,16/13,3/4,13/8,0/1,-,-
2021,10/12,1/4,9/7,0/1,-,-
