Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,66/56,21/26,43/25,2/5,-,-
2024,24/21,11/11,12/7,1/3,-,-
2023,31/28,6/12,24/14,1/2,-,-
2022,11/7,4/3,7/4,-,-,-
