Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,417/189,82/46,244/93,48/25,34/19,9/6
2024,46/11,15/4,30/6,-,1/1,-
2023,59/15,14/3,35/9,4/1,6/2,-
2022,33/24,9/5,17/13,3/4,4/2,-
2021,45/18,13/3,24/11,1/1,7/3,-
2020,29/10,5/2,14/7,9/0,-,1/1
2019,39/22,5/5,23/11,6/1,2/4,3/1
2018,50/25,7/6,33/12,1/2,7/4,2/1
2017,36/25,2/4,20/11,4/4,7/3,3/3
2016,30/18,6/6,14/7,10/5,-,-
2015,44/15,4/6,34/6,6/3,-,-
2014,5/4,2/2,-,3/2,-,-
2013,1/1,-,-,1/1,-,-
2012,0/1,-,-,0/1,-,-
