Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ATP - SINGLES :  Finals - Turin (World),hard,header
ATP - SINGLES :  Finals - Turin (World),hard,header
ATP - SINGLES :  Finals - Turin (World),hard,header
12.11. 18:40,Medvedev D.,2,6,6,,,,3,3,68%,84% (27/32),73% (11/15),0% (0/0),43% (18/42),35% (7/20),75% (3/4),25,10,73% (11/15),81% (38/47),40% (25/62),58% (63/109),8,0,100% (9/9),33% (3/9),67% (12/18),"['2', '1', '4', '1']","['5', '4']",[],[],[],1.91
12.11. 18:40,De Minaur A.,0,2,4,,,,1,1,68%,57% (24/42),65% (13/20),25% (1/4),16% (5/32),27% (4/15),0% (0/0),9,13,57% (8/14),60% (37/62),19% (9/47),42% (46/109),2,0,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],1.91
ATP - SINGLES :  Finals - Turin (World),hard,header
ATP - SINGLES :  Finals - Turin (World),hard,header
10.11. 18:45,Medvedev D.,0,4,3,,,,8,8,63%,79% (30/38),27% (6/22),50% (2/4),15% (6/39),44% (8/18),0% (0/3),17,24,63% (5/8),60% (36/60),25% (14/57),43% (50/117),4,0,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],1.74
10.11. 18:45,Fritz T.,2,6,6,,,,9,0,68%,85% (33/39),56% (10/18),100% (3/3),21% (8/38),73% (16/22),50% (2/4),21,19,45% (5/11),75% (43/57),40% (24/60),57% (67/117),6,0,100% (10/10),22% (2/9),63% (12/19),"['6', '4']","['4', '2']",[],[],[],2.12
ATP - SINGLES :  Paris (France),hard,header
30.10. 15:45,Medvedev D.,1,4,6,6^4,,,11,14,57%,76% (44/58),47% (20/43),70% (7/10),30% (23/77),59% (23/39),31% (4/13),29,42,77% (10/13),63% (64/101),40% (46/116),51% (110/217),4,0,80% (12/15),27% (4/15),53% (16/30),"['2', '1']","['3', '2', '5', '2']","['3', '4']",[],[],1.31
30.10. 15:45,Popyrin A.,2,6,2,7^7,,,5,2,66%,70% (54/77),41% (16/39),69% (9/13),24% (14/58),53% (23/43),30% (3/10),32,52,68% (21/31),60% (70/116),37% (37/101),49% (107/217),6,0,73% (11/15),20% (3/15),47% (14/30),"['3', '3', '6', '4']",[],"['3', '1']",[],[],3.53
EXHIBITION - MEN :  Six Kings Slam (Saudi Arabia),hard,header
16.10. 22:10,Medvedev D.,0,0,3,,,,6,3,69%,53% (24/45),30% (6/20),72% (13/18),0 km/h,0 km/h,22% (6/27),35% (6/17),0% (0/5),7,13,46% (30/65),27% (12/44),39% (42/109),4,1,38% (3/8),0% (0/7),20% (3/15),[],[],[],[],[],3.29
16.10. 22:10,Sinner J.,2,6,6,,,,3,0,61%,78% (21/27),65% (11/17),100% (5/5),0 km/h,0 km/h,47% (21/45),70% (14/20),28% (5/18),10,4,73% (32/44),54% (35/65),61% (67/109),6,0,100% (7/7),63% (5/8),80% (12/15),"['1', '0', '3', '0', '5', '0']","['3', '2', '6', '3']",[],[],[],1.34
ATP - SINGLES :  Shanghai (China),hard,header
10.10. 12:40,Medvedev D.,0,1,4,,,,3,4,53%,81% (25/31),22% (6/27),25% (1/4),15% (5/33),41% (7/17),0% (0/1),12,25,73% (8/11),53% (31/58),24% (12/50),40% (43/108),4,1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],3.36
10.10. 12:40,Sinner J.,2,6,6,,,,9,0,66%,85% (28/33),59% (10/17),100% (1/1),19% (6/31),78% (21/27),75% (3/4),26,20,100% (7/7),76% (38/50),47% (27/58),60% (65/108),6,0,100% (9/9),38% (3/8),71% (12/17),"['2', '0', '5', '1']","['3', '2']",[],[],[],1.34
09.10. 10:40,Medvedev D.,2,7^7,6,,,,10,3,67%,83% (35/42),62% (13/21),0% (0/1),29% (15/52),58% (18/31),18% (2/11),28,20,83% (5/6),76% (48/63),40% (33/83),55% (81/146),8,0,91% (10/11),20% (2/10),57% (12/21),[],"['2', '2', '5', '3']",[],[],[],1.40
09.10. 10:40,Tsitsipas S.,0,6^3,3,,,,4,4,63%,71% (37/52),42% (13/31),82% (9/11),17% (7/42),38% (8/21),100% (1/1),18,34,50% (14/28),60% (50/83),24% (15/63),45% (65/146),2,0,80% (8/10),9% (1/11),43% (9/21),[],"['1', '0']",[],[],[],3.00
06.10. 10:10,Medvedev D.,2,5,6,6,,,10,6,65%,69% (49/71),46% (18/39),63% (5/8),37% (28/76),48% (14/29),33% (4/12),32,19,65% (15/23),61% (67/110),40% (42/105),51% (109/215),6,0,81% (13/16),25% (4/16),53% (17/32),"['1', '0']","['1', '0', '4', '3']","['5', '4']",[],[],1.18
06.10. 10:10,Arnaldi M.,1,7,4,4,,,9,2,72%,63% (48/76),52% (15/29),67% (8/12),31% (22/71),54% (21/39),38% (3/8),38,22,63% (17/27),60% (63/105),39% (43/110),49% (106/215),4,2,75% (12/16),19% (3/16),47% (15/32),"['3', '3', '7', '5']","['1', '1']",[],[],[],5.05
04.10. 16:10,Medvedev D.,2,7,7,,,,6,3,65%,73% (32/44),46% (11/24),33% (1/3),40% (25/62),59% (17/29),33% (4/12),17,28,63% (5/8),63% (43/68),46% (42/91),53% (85/159),8,0,83% (10/12),33% (4/12),58% (14/24),"['2', '3', '6', '5']","['1', '2', '6', '5']",[],[],[],1.09
04.10. 16:10,Seyboth Wild T.,0,5,5,,,,2,1,68%,60% (37/62),41% (12/29),67% (8/12),27% (12/44),54% (13/24),67% (2/3),29,47,67% (16/24),54% (49/91),37% (25/68),47% (74/159),2,1,67% (8/12),17% (2/12),42% (10/24),"['3', '1']","['2', '0']",[],[],[],8.01
ATP - SINGLES :  Beijing (China),hard,header
01.10. 13:40,Medvedev D.,0,5,3,,,,3,2,64%,55% (23/42),50% (12/24),55% (6/11),25% (9/36),47% (8/17),100% (2/2),17,21,60% (9/15),53% (35/66),32% (17/53),44% (52/119),4,3,55% (6/11),20% (2/10),38% (8/21),"['3', '3', '4', '4']",[],[],[],[],3.74
01.10. 13:40,Alcaraz C.,2,7,6,,,,3,1,68%,75% (27/36),53% (9/17),0% (0/2),45% (19/42),50% (12/24),45% (5/11),23,19,89% (8/9),68% (36/53),47% (31/66),56% (67/119),6,0,80% (8/10),45% (5/11),62% (13/21),"['3', '2', '4', '3', '6', '5']","['3', '2', '6', '3']",[],[],[],1.29
30.09. 13:40,Medvedev D.,2,6,6,,,,5,4,52%,78% (29/37),47% (16/34),91% (10/11),29% (8/28),77% (20/26),50% (4/8),19,20,88% (14/16),63% (45/71),52% (28/54),58% (73/125),5,0,89% (8/9),44% (4/9),67% (12/18),"['2', '1', '5', '2']","['1', '0', '3', '2']",[],[],[],1.21
30.09. 13:40,Cobolli F.,0,2,4,,,,1,5,52%,71% (20/28),23% (6/26),50% (4/8),22% (8/37),53% (18/34),9% (1/11),23,36,73% (11/15),48% (26/54),37% (26/71),42% (52/125),5,2,56% (5/9),11% (1/9),33% (6/18),[],"['1', '1']",[],[],[],4.54
28.09. 18:25,Medvedev D.,2,7^8,6,,,,8,6,66%,80% (36/45),43% (10/23),71% (5/7),44% (18/41),44% (12/27),67% (4/6),20,29,57% (4/7),68% (46/68),44% (30/68),56% (76/136),8,0,80% (8/10),40% (4/10),60% (12/20),"['3', '1']","['2', '1', '3', '2', '5', '2']",[],[],[],1.10
28.09. 18:25,Mannarino A.,0,6^6,2,,,,1,3,60%,56% (23/41),56% (15/27),33% (2/6),20% (9/45),57% (13/23),29% (2/7),10,39,70% (7/10),56% (38/68),32% (22/68),44% (60/136),2,0,60% (6/10),20% (2/10),40% (8/20),"['3', '4']","['2', '2']",[],[],[],7.30
27.09. 10:20,Medvedev D.,2,6,6,,,,2,6,50%,72% (23/32),56% (18/32),67% (4/6),44% (19/43),69% (18/26),50% (5/10),64% (41/64),54% (37/69),59% (78/133),7,0,78% (7/9),50% (5/10),63% (12/19),"['1', '0', '3', '2', '6', '3']","['2', '0', '6', '4']",[],[],[],1.22
27.09. 10:20,Monfils G.,0,3,4,,,,1,8,62%,56% (24/43),31% (8/26),50% (5/10),28% (9/32),44% (14/32),33% (2/6),46% (32/69),36% (23/64),41% (55/133),3,0,50% (5/10),22% (2/9),37% (7/19),"['1', '1']","['2', '3']",[],[],[],4.32
ATP - SINGLES :  Laver Cup (World),hard,header
22.09. 18:10,Medvedev D.,1,7^8,5,7,,,8,3,70%,77% (47/61),46% (12/26),50% (1/2),30% (20/66),24% (6/25),0% (0/4),22,28,68% (59/87),29% (26/91),48% (85/178),4,1,92% (11/12),0% (0/12),46% (11/24),[],[],"['3', '3', '5', '5']",[],[],1.41
22.09. 18:10,Shelton B.,2,6^6,7,10,,,5,1,73%,70% (46/66),76% (19/25),100% (4/4),23% (14/61),54% (14/26),50% (1/2),32,26,71% (65/91),32% (28/87),52% (93/178),6,0,100% (12/12),8% (1/12),54% (13/24),[],"['6', '5']","['3', '1', '5', '3', '7', '5', '10', '7']",[],[],2.95
21.09. 16:55,Medvedev D.,1,6,4,5,,,4,3,66%,67% (30/45),57% (13/23),67% (2/3),18% (6/34),44% (12/27),50% (2/4),22,18,63% (43/68),30% (18/61),47% (61/129),3,0,89% (8/9),20% (2/10),53% (10/19),"['3', '2', '6', '3']",[],"['3', '4']",[],[],1.40
21.09. 16:55,Tiafoe F.,2,3,6,10,,,2,0,56%,82% (28/34),56% (15/27),50% (2/4),36% (16/45),43% (10/23),33% (1/3),20,13,70% (43/61),37% (25/68),53% (68/129),7,0,80% (8/10),11% (1/9),47% (9/19),[],"['1', '0']","['3', '2', '5', '4', '8', '5']",[],[],3.00
ATP - SINGLES :  US Open (USA),hard,header
