Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,164/174,152/151,6/16,-,-,6/7
2024,14/14,14/14,-,-,-,-
2023,35/36,29/29,-,-,-,6/7
2022,49/26,49/25,0/1,-,-,-
2021,24/26,21/18,3/8,-,-,-
2020,4/8,4/8,-,-,-,-
2019,19/14,19/14,-,-,-,-
2018,10/21,8/15,2/6,-,-,-
2017,6/15,6/15,-,-,-,-
2016,3/12,2/11,1/1,-,-,-
2015,0/1,0/1,-,-,-,-
2014,0/1,0/1,-,-,-,-
