Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,13/25,9/12,2/9,2/4,-,-
2024,11/13,9/8,1/4,1/1,-,-
2023,2/6,0/2,1/3,1/1,-,-
2022,0/5,0/2,0/2,0/1,-,-
2021,0/1,-,-,0/1,-,-
