Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,85/60,49/35,13/8,23/17,-,-
2024,36/29,21/20,5/2,10/7,-,-
2023,35/17,23/10,3/3,9/4,-,-
2022,11/10,4/4,5/3,2/3,-,-
2021,2/3,1/1,-,1/2,-,-
2020,1/1,-,-,1/1,-,-
