Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,63/83,31/38,10/11,9/14,2/1,11/19
2024,19/17,14/11,2/4,3/2,-,-
2023,18/24,5/5,5/4,2/4,-,6/11
2022,22/23,9/7,3/3,3/4,2/1,5/8
2021,4/15,3/14,-,1/1,-,-
2017,0/1,0/1,-,-,-,-
2016,0/1,-,-,0/1,-,-
2015,0/2,-,-,0/2,-,-
