Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,238/213,41/68,127/96,56/37,-,14/12
2024,30/17,3/2,24/13,-,-,3/2
2023,13/32,5/10,3/9,4/8,-,1/5
2022,39/27,5/6,17/14,17/7,-,-
2021,15/17,1/4,10/11,4/2,-,-
2020,16/19,4/10,5/7,7/2,-,-
2019,35/29,1/7,27/16,4/4,-,3/2
2018,30/28,11/11,3/7,12/9,-,4/1
2017,40/24,5/8,29/12,6/4,-,-
2016,19/17,6/9,8/5,2/1,-,3/2
2015,1/2,-,1/2,-,-,-
2014,0/1,0/1,-,-,-,-
