Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,123/132,88/87,23/20,7/21,-,5/4
2024,27/20,25/18,-,-,-,2/2
2023,18/18,9/13,9/5,-,-,-
2022,29/26,21/14,3/7,2/3,-,3/2
2021,16/13,16/13,-,-,-,-
2020,6/6,0/1,4/4,2/1,-,-
2019,12/10,7/8,5/2,-,-,-
2018,8/12,5/9,2/2,1/1,-,-
2017,4/7,3/6,-,1/1,-,-
2016,2/6,2/5,-,0/1,-,-
2015,0/1,-,-,0/1,-,-
2014,0/7,-,-,0/7,-,-
2013,1/6,-,-,1/6,-,-
