Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,111/82,26/22,75/52,10/8,-,-
2024,12/4,0/1,12/3,-,-,-
2022,20/12,8/3,12/9,-,-,-
2021,7/6,3/1,4/5,-,-,-
2020,15/18,9/14,6/4,-,-,-
2019,15/19,2/1,9/13,4/5,-,-
2018,23/9,2/1,15/5,6/3,-,-
2017,2/1,2/1,-,-,-,-
2016,4/4,-,4/4,-,-,-
2015,12/6,-,12/6,-,-,-
2014,0/1,-,0/1,-,-,-
2012,1/2,-,1/2,-,-,-
