Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,37/29,26/15,8/7,-,-,3/7
2024,13/11,9/9,4/2,-,-,-
2023,17/8,15/5,2/3,-,-,-
2022,7/10,2/1,2/2,-,-,3/7
