Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,156/164,118/115,37/45,1/4,-,-
2024,25/17,25/16,0/1,-,-,-
2023,12/28,12/22,0/4,0/2,-,-
2022,17/23,4/7,12/15,1/1,-,-
2021,21/22,20/18,1/3,0/1,-,-
2020,4/5,0/2,4/3,-,-,-
2019,23/17,23/17,-,-,-,-
2018,20/16,12/9,8/7,-,-,-
2017,20/20,16/17,4/3,-,-,-
2016,2/6,2/3,0/3,-,-,-
2015,7/5,1/1,6/4,-,-,-
2013,3/2,3/1,0/1,-,-,-
2012,2/2,0/1,2/1,-,-,-
2011,0/1,0/1,-,-,-,-
