Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,140/91,84/61,43/20,8/8,-,5/2
2024,37/23,23/17,8/3,6/3,-,-
2023,46/31,26/16,19/11,1/4,-,-
2022,6/7,1/4,0/1,1/1,-,4/1
2021,31/20,24/18,7/2,-,-,-
2020,19/6,10/3,9/3,-,-,-
2019,1/3,0/2,-,-,-,1/1
2018,0/1,0/1,-,-,-,-
