Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,372/265,253/182,35/23,84/60,-,-
2024,22/17,16/11,1/1,5/5,-,-
2023,17/28,13/17,2/3,2/8,-,-
2022,20/21,14/14,0/1,6/6,-,-
2021,22/19,19/14,-,3/5,-,-
2020,11/12,10/10,-,1/2,-,-
2019,39/29,25/21,10/3,4/5,-,-
2018,39/25,28/20,5/2,6/3,-,-
2017,54/29,47/24,2/2,5/3,-,-
2016,41/26,32/17,5/6,4/3,-,-
2015,18/10,3/1,6/4,9/5,-,-
2014,28/17,9/10,4/1,15/6,-,-
2013,43/19,21/11,-,22/8,-,-
2012,13/9,11/8,-,2/1,-,-
2011,5/4,5/4,-,-,-,-
