Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,114/90,39/25,49/46,9/11,-,17/8
2024,8/7,3/2,5/5,-,-,-
2023,37/31,11/7,7/10,7/7,-,12/7
2022,20/12,12/4,2/5,2/2,-,4/1
2021,6/7,0/1,6/6,-,-,-
2020,9/3,-,9/3,-,-,-
2019,5/6,-,5/6,-,-,-
2018,17/9,3/3,14/6,-,-,-
2017,6/5,4/2,1/1,0/2,-,1/0
2016,0/4,0/1,0/3,-,-,-
2015,6/6,6/5,0/1,-,-,-
