Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,21/45,-,17/39,2/1,-,2/5
2024,7/9,-,7/9,-,-,-
2023,8/8,-,4/4,2/1,-,2/3
2022,0/5,-,0/3,-,-,0/2
2021,1/9,-,1/9,-,-,-
2020,3/3,-,3/3,-,-,-
2019,2/7,-,2/7,-,-,-
2018,0/4,-,0/4,-,-,-
