Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,127/89,104/65,20/18,2/5,-,1/1
2024,34/20,29/16,5/4,-,-,-
2023,42/27,32/18,10/7,0/2,-,-
2022,28/22,24/16,1/2,2/3,-,1/1
2021,23/18,19/13,4/5,-,-,-
2019,0/2,0/2,-,-,-,-
