Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,16/16,1/2,12/9,0/2,0/1,3/2
2024,11/11,0/1,11/8,0/1,0/1,-
2023,4/4,-,1/1,0/1,-,3/2
2022,1/1,1/1,-,-,-,-
