Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,120/106,42/34,71/66,7/6,-,-
2024,22/27,3/6,19/21,-,-,-
2023,60/42,11/6,43/34,6/2,-,-
2022,24/19,21/17,3/2,-,-,-
2021,14/18,7/5,6/9,1/4,-,-
