Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,106/98,95/87,6/10,-,-,5/1
2024,17/19,15/18,2/1,-,-,-
2023,38/31,33/29,0/1,-,-,5/1
2022,32/26,30/24,2/2,-,-,-
2021,17/16,15/10,2/6,-,-,-
2020,0/2,0/2,-,-,-,-
2019,2/3,2/3,-,-,-,-
2018,0/1,0/1,-,-,-,-
