11. 05. 2025 -,Rome,S,1,2,3,4,5,H2H,H,A,header
11. 05. 2025 -,Tsitsipas P.,1,6,5,2,,,0,,
11. 05. 2025 11:00,Perot R.,2,6,6,,,,0,1.74,1.98
11. 05. 2025 -,Moroni F.,0,4,1,,,,0,,
11. 05. 2025 11:10,Cretu C.,2,6,7,,,,0,1.56,2.31
11. 05. 2025 -,Nesterov P.,0,3,6^5,,,,0,,
11. 05. 2025 14:55,Yazdani A.,2,6,6,,,,0,3.65,1.25
11. 05. 2025 -,Singh K.,0,4,3,,,,0,,
11. 05. 2025 19:05,Martin D.,,,,,,,0,,2.50
11. 05. 2025 -,Hernandez Serrano J.,,,,,,,0,,
11. 05. 2025 -,UTR Pro Tennis Series,S,1,2,3,4,5,H2H,H,A,header
11. 05. 2025 02:00,Jones S.,2,6,6,,,,0,1.23,3.75
11. 05. 2025 -,Mehrotra A.,0,3,2,,,,0,,
11. 05. 2025 02:00,Caruana F.,2,6,7,,,,0,2.68,1.39
11. 05. 2025 -,Staley J.,0,4,6^7,,,,0,,
11. 05. 2025 -,UTR Pro Tennis Series 3,S,1,2,3,4,5,H2H,H,A,header
11. 05. 2025 02:45,Owen H.,2,6,6,,,,0,1.61,2.12
11. 05. 2025 -,Bastola A.,0,3,4,,,,0,,
11. 05. 2025 15:00,Hsieh W.,,,,,,,0,,
11. 05. 2025 -,Iantosca N.,,,,,,,0,,
11. 05. 2025 15:00,Statham M.,2,6,7,,,,0,1.48,2.45
11. 05. 2025 -,Markowitz C.,0,1,6,,,,0,,
11. 05. 2025 15:00,Charlton J.,2,6,6,,,,0,1.66,2.08
11. 05. 2025 -,Jordan P.,0,4,1,,,,0,,
11. 05. 2025 18:00,Silva T.,,,,,,,0,,1.29
11. 05. 2025 -,Amar R.,,,,,,,0,,
11. 05. 2025 19:10,Jarvis R.,,,,,,,0,,1.44
11. 05. 2025 -,Giesen J.,,,,,,,0,,
11. 05. 2025 19:10,Zuckerman N.,,,,,,,0,,1.98
11. 05. 2025 -,Rodeia A.,,,,,,,0,,
11. 05. 2025 21:00,Frey C.,,,,,,,0,,1.83
11. 05. 2025 -,Owen H.,,,,,,,0,,
11. 05. 2025 -,UTR Pro Tennis Series 5,S,1,2,3,4,5,H2H,H,A,header
11. 05. 2025 09:00,Baiant R.,,,,,,,0,,2.17
11. 05. 2025 -,Fekete J.,,,,,,,0,,
11. 05. 2025 09:00,Madarasz G.,2,6,6,,,,0,1.30,3.00
11. 05. 2025 -,Srbljak G.,0,1,3,,,,0,,
11. 05. 2025 09:00,McDonnell C.,2,6,6,,,,0,1.26,3.15
11. 05. 2025 -,Micov S.,0,2,1,,,,0,,
11. 05. 2025 10:00,Diack J.,2,6,6,,,,0,1.53,2.38
11. 05. 2025 -,Moser N.,0,2,0,,,,0,,
11. 05. 2025 10:00,Quayle D.,2,7,4,6,,,0,3.50,1.25
11. 05. 2025 -,Walters M.,1,5,6,4,,,0,,
11. 05. 2025 11:30,Mcintosh E.,2,6,6,,,,0,1.59,2.18
11. 05. 2025 -,Hediger I.,0,3,4,,,,0,,
11. 05. 2025 12:50,Gil F.,2,7,6,,,,0,1.82,1.81
11. 05. 2025 -,Ciurletti A.,0,5,3,,,,0,,
11. 05. 2025 14:30,Lagutin P.,2,6,7,,,,0,1.17,4.50
11. 05. 2025 -,Maia H.,0,2,6,,,,0,,
11. 05. 2025 -,Bogot� 5 challenger,S,1,2,3,4,5,H2H,H,A,header
11. 05. 2025 17:05,Gimenez I. (4),2,6,2,6,,,0,1.14,5.03
11. 05. 2025 -,Remondy Pagotto V.,1,1,6,1,,,0,,
11. 05. 2025 17:05,Nunez D. (10),2,7,6^5,6,,,0,1.41,2.74
11. 05. 2025 -,Osorio J.,1,6^8,7,3,,,0,,
11. 05. 2025 18:10,Neira Rodriguez J.,,,,,,,0,,9.85
11. 05. 2025 -,Klintcharov A. (8),,,,,,,0,,
11. 05. 2025 18:15,Gomez J. (12),2,7,6,,,,0,1.28,3.45
11. 05. 2025 -,Castaneda M.,0,5,4,,,,0,,
11. 05. 2025 20:10,Carou I.,,,,,,,0,,4.06
11. 05. 2025 -,Rodriguez Rodriguez J. (7),,,,,,,0,,
11. 05. 2025 20:15,McCormick T. (3),,,,,,,0,,1.05
11. 05. 2025 -,Trujillo Hernandez J.,,,,,,,0,,
11. 05. 2025 20:45,Monzon I. (2),,,,,,,0,,1.03
11. 05. 2025 -,Beltran Rubio M.,,,,,,,0,,
11. 05. 2025 21:40,Robledo Hoyos P.,,,,,,,0,,11.58
11. 05. 2025 -,Vilicich B. (9),,,,,,,0,,
11. 05. 2025 21:55,Barreiros Reyes M. (6),,,,,,,0,,1.33
11. 05. 2025 -,Buitrago N.,,,,,,,0,,
11. 05. 2025 22:15,Milavsky D. (5),,,,,,,0,,1.20
11. 05. 2025 -,Villalon N.,,,,,,,0,,
11. 05. 2025 23:10,Zanellato N.,,,,,,,0,,1.60
11. 05. 2025 -,Rodrigues P. (11),,,,,,,0,,
11. 05. 2025 23:10,Huertas Del Pino C. (1),,,,,,,0,,1.13
11. 05. 2025 -,Linde Palacios S.,,,,,,,0,,
11. 05. 2025 -,Futures 2025,S,1,2,3,4,5,H2H,H,A,header
11. 05. 2025 --:--,Han Y.,1,,,,,,0,,
11. 05. 2025 -,Dong H.,0,,,,,,0,,
11. 05. 2025 --:--,Zou M.,1,,,,,,0,,
11. 05. 2025 -,Takada M.,0,,,,,,0,,
11. 05. 2025 --:--,Wang H.,1,,,,,,0,,
11. 05. 2025 -,Hu J.,0,,,,,,0,,
11. 05. 2025 --:--,Bao B.,1,,,,,,0,,
11. 05. 2025 -,Fan W.,0,,,,,,0,,
11. 05. 2025 --:--,Collignon K.,1,,,,,,0,,
11. 05. 2025 -,Basel V.,0,,,,,,0,,
11. 05. 2025 --:--,Keegan R.,1,,,,,,0,,
11. 05. 2025 -,Adam-Gedge Z.,0,,,,,,0,,
11. 05. 2025 --:--,Cook E.,1,,,,,,0,,
11. 05. 2025 -,Kivanda S.,0,,,,,,0,,
11. 05. 2025 --:--,Avanoglu O.,1,,,,,,0,,
11. 05. 2025 -,Acuna A.,0,,,,,,0,,
11. 05. 2025 --:--,Balj A.,1,,,,,,0,,
11. 05. 2025 -,Chigwidden L.,0,,,,,,0,,
11. 05. 2025 --:--,Al-Saedi A.,,,,,,,0,,
11. 05. 2025 -,Gholamrezaei B.,,,,,,,0,,
11. 05. 2025 --:--,Kepadkho A.,1,,,,,,0,,
11. 05. 2025 -,Jovic M.,0,,,,,,0,,
11. 05. 2025 --:--,Trajkovic L.,1,,,,,,0,,
11. 05. 2025 -,Adesalu N.,0,,,,,,0,,
11. 05. 2025 --:--,Zikic A.,1,,,,,,0,,
11. 05. 2025 -,Kalteis J.,0,,,,,,0,,
11. 05. 2025 --:--,Nedev D.,1,,,,,,0,,
11. 05. 2025 -,Nikic M.,0,,,,,,0,,
11. 05. 2025 --:--,Schwarc D.,1,,,,,,0,,
11. 05. 2025 -,Ihlenfeld N.,0,,,,,,0,,
11. 05. 2025 --:--,Ajder L.,1,,,,,,0,,
11. 05. 2025 -,Balac J.,0,,,,,,0,,
11. 05. 2025 --:--,Munoz Navia D.,,,,,,,0,,
11. 05. 2025 -,Vanhulst A.,,,,,,,0,,
11. 05. 2025 --:--,Kuznetsov V.,1,,,,,,0,,
11. 05. 2025 -,Kayombo G.,0,,,,,,0,,
11. 05. 2025 --:--,Anhelov I.,1,,,,,,0,,
11. 05. 2025 -,Ostro T.,0,,,,,,0,,
11. 05. 2025 --:--,Miletic P.,1,,,,,,0,,
11. 05. 2025 -,Forrest J.,0,,,,,,0,,
11. 05. 2025 --:--,Sonne T.,,,,,,,0,,
11. 05. 2025 -,Botran Neutze R.,,,,,,,0,,
11. 05. 2025 --:--,Amezcua Virues J.,,,,,,,0,,
11. 05. 2025 -,Marin T.,,,,,,,0,,
11. 05. 2025 --:--,Aguilera Guerrero E.,,,,,,,0,,
11. 05. 2025 -,Mendez Montiel D.,,,,,,,0,,
11. 05. 2025 --:--,Quiros Monterrey A.,,,,,,,0,,
11. 05. 2025 -,Rao A.,,,,,,,0,,
11. 05. 2025 --:--,Hernandez Mariona K.,,,,,,,0,,
11. 05. 2025 -,Blancas Olvera A.,,,,,,,0,,
11. 05. 2025 --:--,Voelzke G.,,,,,,,0,,
11. 05. 2025 -,Cuevas E.,,,,,,,0,,
11. 05. 2025 --:--,Betancourt P.,,,,,,,0,,
11. 05. 2025 -,Sanchez Ballinas M.,,,,,,,0,,
11. 05. 2025 --:--,Herman R.,,,,,,,0,,
11. 05. 2025 -,Reyna R.,,,,,,,0,,
11. 05. 2025 --:--,Lage Castelan L.,,,,,,,0,,
11. 05. 2025 -,Saiga W.,,,,,,,0,,
11. 05. 2025 --:--,Baltazar A.,,,,,,,0,,
11. 05. 2025 -,Gonzalez Fitzmaurice E.,,,,,,,0,,
11. 05. 2025 --:--,Hollender N.,,,,,,,0,,
11. 05. 2025 -,Llambrich Boluda A.,,,,,,,0,,
11. 05. 2025 --:--,Cruz Vazquez E.,,,,,,,0,,
11. 05. 2025 -,Salazar A.,,,,,,,0,,
11. 05. 2025 --:--,Delgadillo A.,,,,,,,0,,
11. 05. 2025 -,Saavedra Carrera J.,,,,,,,0,,
11. 05. 2025 --:--,Zerega C.,,,,,,,0,,
11. 05. 2025 -,Marini F.,,,,,,,0,,
11. 05. 2025 --:--,Munoz E.,,,,,,,0,,
11. 05. 2025 -,Gamborino M.,,,,,,,0,,
11. 05. 2025 --:--,Arena Fava C.,,,,,,,0,,
11. 05. 2025 -,Voisin A.,,,,,,,0,,
11. 05. 2025 --:--,Crowther C.,,,,,,,0,,
11. 05. 2025 -,Loizas A.,,,,,,,0,,
11. 05. 2025 --:--,Ianin N.,,,,,,,0,,
11. 05. 2025 -,Bai W.,,,,,,,0,,
11. 05. 2025 --:--,Shi K.,,,,,,,0,,
11. 05. 2025 -,Cao Y.,,,,,,,0,,
11. 05. 2025 --:--,Zhu S.,,,,,,,0,,
11. 05. 2025 -,Xie X.,,,,,,,0,,
11. 05. 2025 --:--,Chen X.,,,,,,,0,,
11. 05. 2025 -,You D.,,,,,,,0,,
11. 05. 2025 --:--,Liu S.,,,,,,,0,,
11. 05. 2025 -,Liang L.,,,,,,,0,,
11. 05. 2025 --:--,Qariaqus D.,,,,,,,0,,
11. 05. 2025 -,Zhang Y.,,,,,,,0,,
11. 05. 2025 --:--,Joyce J.,,,,,,,0,,
11. 05. 2025 -,Tumbas Kajgo K.,,,,,,,0,,
11. 05. 2025 --:--,Wang Y.,,,,,,,0,,
11. 05. 2025 -,Bruce-Smith J.,,,,,,,0,,
11. 05. 2025 --:--,Anhelov I.,,,,,,,0,,
11. 05. 2025 -,Baldovinetti G.,,,,,,,0,,
11. 05. 2025 --:--,Prinoth P.,,,,,,,0,,
11. 05. 2025 -,Vanta V.,,,,,,,0,,
11. 05. 2025 --:--,Cekirge K.,,,,,,,0,,
11. 05. 2025 -,Apostol C.,,,,,,,0,,
11. 05. 2025 --:--,Garcia Longo N.,,,,,,,0,,
11. 05. 2025 -,Motta A.,,,,,,,0,,
11. 05. 2025 --:--,Pieleanu R.,,,,,,,0,,
11. 05. 2025 -,Dumitrescu A.,,,,,,,0,,
11. 05. 2025 --:--,Ignat D.,1,,,,,,0,,
11. 05. 2025 -,Vaitiekunas P.,0,,,,,,0,,
11. 05. 2025 --:--,Graf D.,,,,,,,0,,
11. 05. 2025 -,Antonopoulos C.,,,,,,,0,,
11. 05. 2025 --:--,Hiiesalu S.,,,,,,,0,,
11. 05. 2025 -,Tyler J.,,,,,,,0,,
11. 05. 2025 --:--,Nouchakis G.,,,,,,,0,,
11. 05. 2025 -,Tomida Y.,,,,,,,0,,
11. 05. 2025 --:--,Izquierdo Luque R.,,,,,,,0,,
11. 05. 2025 -,Ion N.,,,,,,,0,,
11. 05. 2025 --:--,Bataljin L.,,,,,,,0,,
11. 05. 2025 -,Belkovics A.,,,,,,,0,,
11. 05. 2025 --:--,Stefanovic M.,,,,,,,0,,
11. 05. 2025 -,Naharro D.,,,,,,,0,,
11. 05. 2025 --:--,Zikic A.,,,,,,,0,,
11. 05. 2025 -,Nedev D.,,,,,,,0,,
11. 05. 2025 --:--,Garcia Mestre J.,,,,,,,0,,
11. 05. 2025 -,Stojanovic B.,,,,,,,0,,
11. 05. 2025 --:--,Nima D.,,,,,,,0,,
11. 05. 2025 -,Yue M.,,,,,,,0,,
11. 05. 2025 --:--,Han Y.,,,,,,,0,,
11. 05. 2025 -,Chen Z.,,,,,,,0,,
11. 05. 2025 --:--,Du M.,,,,,,,0,,
11. 05. 2025 -,Hernandez A.,,,,,,,0,,
11. 05. 2025 --:--,Chen S.,,,,,,,0,,
11. 05. 2025 -,Ziheng H.,,,,,,,0,,
11. 05. 2025 --:--,Martinez M.,,,,,,,0,,
11. 05. 2025 -,Shao Z.,,,,,,,0,,
11. 05. 2025 --:--,Zou M.,,,,,,,0,,
11. 05. 2025 -,Ye X.,,,,,,,0,,
11. 05. 2025 --:--,Huang R.,,,,,,,0,,
11. 05. 2025 -,Wang H.,,,,,,,0,,
11. 05. 2025 --:--,Bao B.,,,,,,,0,,
11. 05. 2025 -,Mingzhou Z.,,,,,,,0,,
11. 05. 2025 --:--,Valle F.,,,,,,,0,,
11. 05. 2025 -,Inoue J.,,,,,,,0,,
11. 05. 2025 --:--,Karthik P.,,,,,,,0,,
11. 05. 2025 -,Giotis R.,,,,,,,0,,
11. 05. 2025 --:--,Tokar A.,,,,,,,0,,
11. 05. 2025 -,Mesaglio M.,,,,,,,0,,
11. 05. 2025 --:--,Larosa L.,,,,,,,0,,
11. 05. 2025 -,Lakshmanan A.,,,,,,,0,,
11. 05. 2025 --:--,Kovac T.,,,,,,,0,,
11. 05. 2025 -,Steudter B.,,,,,,,0,,
11. 05. 2025 --:--,Mikovic M.,,,,,,,0,,
11. 05. 2025 -,Iemmi L.,,,,,,,0,,
11. 05. 2025 --:--,Cripps L.,,,,,,,0,,
11. 05. 2025 -,Zamora J.,,,,,,,0,,
11. 05. 2025 --:--,Ambarzumjan E.,,,,,,,0,,
11. 05. 2025 -,Balazs P.,,,,,,,0,,
11. 05. 2025 --:--,Chayka A.,,,,,,,0,,
11. 05. 2025 -,Pall N.,,,,,,,0,,
11. 05. 2025 --:--,Szerencsits B.,,,,,,,0,,
11. 05. 2025 -,Petak D.,,,,,,,0,,
11. 05. 2025 --:--,Kis Balazs R.,,,,,,,0,,
11. 05. 2025 -,Betuker R.,,,,,,,0,,
11. 05. 2025 --:--,Mughalashvili N.,,,,,,,0,,
11. 05. 2025 -,Chekhov A.,,,,,,,0,,
11. 05. 2025 --:--,Betov S.,,,,,,,0,,
11. 05. 2025 -,Zaytsev I.,,,,,,,0,,
11. 05. 2025 --:--,Kuznetsov V.,1,,,,,,0,,
11. 05. 2025 -,Khamis Y.,0,,,,,,0,,
11. 05. 2025 --:--,Mukhtarulin A.,2,0,6,10,,,0,,
11. 05. 2025 -,Radziwillowicz Z.,1,6,4,4,,,0,,
11. 05. 2025 --:--,Pino S.,2,1,7,10,,,0,,
11. 05. 2025 -,Pivnik O.,1,6,6,8,,,0,,
11. 05. 2025 --:--,Isern Perez M.,2,2,6,10,,,0,,
11. 05. 2025 -,Truszczynski S.,1,6,1,4,,,0,,
11. 05. 2025 --:--,Juszczak D.,2,2,6,10,,,0,,
11. 05. 2025 -,Glavas C.,1,6,1,8,,,0,,
11. 05. 2025 --:--,Ridout F.,2,2,6,10,,,0,,
11. 05. 2025 -,Grzegorzewski O.,1,6,3,3,,,0,,
11. 05. 2025 --:--,Elesin M.,2,2,6,10,,,0,,
11. 05. 2025 -,Manuel J.,1,6,3,5,,,0,,
11. 05. 2025 --:--,Hudjec A.,2,2,7,10,,,0,,
11. 05. 2025 -,Barr E.,1,6,5,4,,,0,,
11. 05. 2025 --:--,Chen X.,1,3,0,,,,0,,
11. 05. 2025 -,Hsieh C.,0,6,3,,,,0,,
11. 05. 2025 --:--,Ion N.,2,3,6,10,,,0,,
11. 05. 2025 -,Mihajlovic D.,1,6,1,4,,,0,,
11. 05. 2025 --:--,Matuszewski G.,2,3,6,10,,,0,,
11. 05. 2025 -,Shahar A.,1,6,2,6,,,0,,
11. 05. 2025 --:--,Berdankov D.,2,3,6,10,,,0,,
11. 05. 2025 -,Djokovic B.,1,6,3,1,,,0,,
11. 05. 2025 --:--,Lafazanos A.,2,3,6,10,,,0,,
11. 05. 2025 -,Borgsved A.,1,6,3,4,,,0,,
11. 05. 2025 --:--,Chen S.,1,4,,,,,0,,
11. 05. 2025 -,Wang X.,0,2,,,,,0,,
11. 05. 2025 --:--,Van Donselaar F.,1,4,5,,,,0,,
11. 05. 2025 -,Savano M.,0,6,5,,,,0,,
11. 05. 2025 --:--,Khoshkholgh M.,2,4,6,10,,,0,,
11. 05. 2025 -,Pawar P.,1,6,2,5,,,0,,
11. 05. 2025 --:--,Casas Blasi J.,2,4,6,10,,,0,,
11. 05. 2025 -,Busquets Brau G.,1,6,2,6,,,0,,
11. 05. 2025 --:--,Fernandez B.,2,4,6,10,,,0,,
11. 05. 2025 -,Gundacker J.,1,6,3,7,,,0,,
11. 05. 2025 --:--,Papoe C.,2,4,6,10,,,0,,
11. 05. 2025 -,Dumitru A.,1,6,4,8,,,0,,
11. 05. 2025 --:--,Piatrouski D.,2,5,7,11,,,0,,
11. 05. 2025 -,Duran C.,1,7,5,9,,,0,,
11. 05. 2025 --:--,Giraldi C.,1,6,2,,,,0,,
11. 05. 2025 -,Chestovaliev S.,0,0,0,,,,0,,
11. 05. 2025 --:--,Qariaqus D.,2,6,6,,,,0,,
11. 05. 2025 -,Dai S.,0,0,0,,,,0,,
11. 05. 2025 --:--,Winter E.,2,6,6,,,,0,,
11. 05. 2025 -,Khachapuridze G.,0,0,0,,,,0,,
11. 05. 2025 --:--,Loizas A.,2,6,6,,,,0,,
11. 05. 2025 -,Galanakis M.,0,0,0,,,,0,,
11. 05. 2025 --:--,Nouchakis G.,2,6,6,,,,0,,
11. 05. 2025 -,Chapalo I.,0,0,0,,,,0,,
11. 05. 2025 --:--,Izquierdo Luque R.,2,6,6,,,,0,,
11. 05. 2025 -,Rees K.,0,0,0,,,,0,,
11. 05. 2025 --:--,Jenkins Y.,2,6,6,,,,0,,
11. 05. 2025 -,Taiganides T.,0,0,0,,,,0,,
11. 05. 2025 --:--,Kirov V.,2,6,6,,,,0,,
11. 05. 2025 -,Jevtovic O.,0,0,0,,,,0,,
11. 05. 2025 --:--,Bataljin L.,2,6,6,,,,0,,
11. 05. 2025 -,Yankov Y.,0,0,0,,,,0,,
11. 05. 2025 --:--,Jagrovic O.,2,6,6,,,,0,,
11. 05. 2025 -,Bucher R.,0,0,0,,,,0,,
11. 05. 2025 --:--,Stojanovic B.,2,6,6,,,,0,,
11. 05. 2025 -,Panin I.,0,0,0,,,,0,,
11. 05. 2025 --:--,Ichikawa S.,2,6,6,,,,0,,
11. 05. 2025 -,Ben Jaafar M.,0,0,0,,,,0,,
11. 05. 2025 --:--,Giotis R.,2,6,6,,,,0,,
11. 05. 2025 -,Wien G.,0,0,0,,,,0,,
11. 05. 2025 --:--,Bruce-Smith J.,2,6,6,,,,0,,
11. 05. 2025 -,Deng W.,0,0,1,,,,0,,
11. 05. 2025 --:--,Tajima N.,2,6,6,,,,0,,
11. 05. 2025 -,Sokolov D.,0,0,1,,,,0,,
11. 05. 2025 --:--,Marinescu M.,2,6,6,,,,0,,
11. 05. 2025 -,Vlasceanu E.,0,0,1,,,,0,,
11. 05. 2025 --:--,Breazu M.,2,6,6,,,,0,,
11. 05. 2025 -,Filipache R.,0,0,1,,,,0,,
11. 05. 2025 --:--,Crowther C.,2,6,6,,,,0,,
11. 05. 2025 -,Oliver J.,0,0,1,,,,0,,
11. 05. 2025 --:--,Tomida Y.,2,6,6,,,,0,,
11. 05. 2025 -,Foxman M.,0,0,1,,,,0,,
11. 05. 2025 --:--,Vishenchuk Vishenko D.,2,6,6,,,,0,,
11. 05. 2025 -,Paryab P.,0,0,1,,,,0,,
11. 05. 2025 --:--,Todorovic L.,2,6,6,,,,0,,
11. 05. 2025 -,Bahrami S.,0,0,1,,,,0,,
11. 05. 2025 --:--,Matas Ortega X.,2,6,6,,,,0,,
11. 05. 2025 -,Arce Fernandez M.,0,0,1,,,,0,,
11. 05. 2025 --:--,Lazarov G.,2,6,6,,,,0,,
11. 05. 2025 -,Bajurko A.,0,0,1,,,,0,,
11. 05. 2025 --:--,Helguera Casado L.,2,6,6,,,,0,,
11. 05. 2025 -,Madzarevic L.,0,0,1,,,,0,,
11. 05. 2025 --:--,Alekseychuk A.,2,6,6,,,,0,,
11. 05. 2025 -,Moulton W.,0,0,1,,,,0,,
11. 05. 2025 --:--,Smiej Y.,2,6,6,,,,0,,
11. 05. 2025 -,Ben Arab M.,0,0,1,,,,0,,
11. 05. 2025 --:--,Xie X.,2,6,6,,,,0,,
11. 05. 2025 -,Ovcharenko D.,0,0,2,,,,0,,
11. 05. 2025 --:--,You D.,2,6,6,,,,0,,
11. 05. 2025 -,Kaldybekov D.,0,0,2,,,,0,,
11. 05. 2025 --:--,Philippov E.,2,6,6,,,,0,,
11. 05. 2025 -,Krasnikov V.,0,0,2,,,,0,,
11. 05. 2025 --:--,Tokuda R.,2,6,6,,,,0,,
11. 05. 2025 -,Osipov M.,0,0,2,,,,0,,
11. 05. 2025 --:--,Balciunas M.,2,6,6,,,,0,,
11. 05. 2025 -,Desousa J.,0,0,2,,,,0,,
11. 05. 2025 --:--,McGary J.,2,6,6,,,,0,,
11. 05. 2025 -,Kushnir A.,0,0,2,,,,0,,
11. 05. 2025 --:--,McLennaghan W.,2,6,6,,,,0,,
11. 05. 2025 -,Papadopoulos T.,0,0,2,,,,0,,
11. 05. 2025 --:--,Tarasevich U.,2,6,6,,,,0,,
11. 05. 2025 -,Al-Shammari M.,0,0,2,,,,0,,
11. 05. 2025 --:--,Tuukkanen V.,2,6,6,,,,0,,
11. 05. 2025 -,Isakov H.,0,0,3,,,,0,,
11. 05. 2025 --:--,Boixader Roca N.,2,6,6,,,,0,,
11. 05. 2025 -,Tzimas L.,0,0,3,,,,0,,
11. 05. 2025 --:--,Regas Luis N.,2,6,6,,,,0,,
11. 05. 2025 -,Mondon Sebastian A.,0,0,3,,,,0,,
11. 05. 2025 --:--,Bjelobrk J.,2,6,6,,,,0,,
11. 05. 2025 -,Van Aken N.,0,0,3,,,,0,,
11. 05. 2025 --:--,Kubo T.,2,6,6,,,,0,,
11. 05. 2025 -,Hart V.,0,0,3,,,,0,,
11. 05. 2025 --:--,Varga-Toth O.,2,6,4,11,,,0,,
11. 05. 2025 -,Ovchinnikov V.,1,1,6,9,,,0,,
11. 05. 2025 --:--,Chekhov A.,2,6,6,,,,0,,
11. 05. 2025 -,Smirnov A.,0,1,0,,,,0,,
11. 05. 2025 --:--,Sweeny D.,2,6,6,,,,0,,
11. 05. 2025 -,Svetlakou U.,0,1,0,,,,0,,
11. 05. 2025 --:--,Stan M.,2,6,6,,,,0,,
11. 05. 2025 -,Kacer R.,0,1,0,,,,0,,
11. 05. 2025 --:--,Jones A.,2,6,6,,,,0,,
11. 05. 2025 -,Cejovic S.,0,1,0,,,,0,,
11. 05. 2025 --:--,Khotchenkov E.,2,6,6,,,,0,,
11. 05. 2025 -,Nakano Q.,0,1,0,,,,0,,
11. 05. 2025 --:--,Kesarwani M.,2,6,6,,,,0,,
11. 05. 2025 -,Teoh K.,0,1,0,,,,0,,
11. 05. 2025 --:--,Naharro D.,2,6,6,,,,0,,
11. 05. 2025 -,Kobayashi M.,0,1,0,,,,0,,
11. 05. 2025 --:--,Vukomanovic T.,2,6,6,,,,0,,
11. 05. 2025 -,Pillonel C.,0,1,0,,,,0,,
11. 05. 2025 --:--,Ridout R.,2,6,6,,,,0,,
11. 05. 2025 -,Ltaief A.,0,1,0,,,,0,,
11. 05. 2025 --:--,Matulovich M.,2,6,6,,,,0,,
11. 05. 2025 -,Mintz Z.,0,1,0,,,,0,,
11. 05. 2025 --:--,Tokar A.,2,6,6,,,,0,,
11. 05. 2025 -,Ikeda Y.,0,1,0,,,,0,,
11. 05. 2025 --:--,Iemmi L.,2,6,6,,,,0,,
11. 05. 2025 -,Dimitrijevic L.,0,1,0,,,,0,,
11. 05. 2025 --:--,Cekirge K.,2,6,6,,,,0,,
11. 05. 2025 -,Tremblay D.,0,1,1,,,,0,,
