12. 05. 2025 -,Rome WTA,S,1,2,3,4,5,H2H,H,A,header
12. 05. 2025 -,Ackman A.,,,,,,,0,,
12. 05. 2025 20:00,Lindgren G.,,,,,,,0,,1.16
12. 05. 2025 -,Lombardi J.,,,,,,,0,,
12. 05. 2025 21:10,Saroli F.,,,,,,,0,,
12. 05. 2025 -,Russell A.,,,,,,,0,,
12. 05. 2025 21:10,Clemons A.,,,,,,,0,,1.72
12. 05. 2025 -,Nask J.,,,,,,,0,,
12. 05. 2025 22:20,Chica D.,,,,,,,0,,
12. 05. 2025 -,Saffar Y.,,,,,,,0,,
12. 05. 2025 22:20,Frank R.,,,,,,,0,,
12. 05. 2025 -,Vustsina A.,,,,,,,0,,
12. 05. 2025 -,UTR Pro Tennis Series,S,1,2,3,4,5,H2H,H,A,header
12. 05. 2025 02:00,Mcphee K.,2,6,6,,,,0,,
12. 05. 2025 -,Villegas G.,0,0,3,,,,0,,
12. 05. 2025 02:00,Thompson B.,2,6,6,,,,0,1.07,6.33
12. 05. 2025 -,Compuesto B.,0,1,3,,,,0,,
12. 05. 2025 03:30,Rokusek S.,2,6,6,,,,0,1.21,3.70
12. 05. 2025 -,Cvijanovic J.,0,1,3,,,,0,,
12. 05. 2025 03:30,Korhonen C.,2,6,6,,,,0,1.21,3.78
12. 05. 2025 -,Oliver K.,0,2,1,,,,0,,
12. 05. 2025 03:45,Sandhu G.,2,6,6,,,,0,,
12. 05. 2025 -,Richter E.,0,2,1,,,,0,,
12. 05. 2025 05:00,Crossman I.,2,6,3,6,,,0,1.47,2.43
12. 05. 2025 -,Zylberman A.,1,3,6,3,,,0,,
12. 05. 2025 05:00,Arnautovic L.,2,6,6,,,,0,1.52,2.28
12. 05. 2025 -,Situe S.,0,3,3,,,,0,,
12. 05. 2025 -,Monzon ITF,S,1,2,3,4,5,H2H,H,A,header
12. 05. 2025 --:--,Cruz M. (10),2,1,6,10,,,0,,
12. 05. 2025 -,Trujillo Garnica M.,1,6,4,1,,,0,,
12. 05. 2025 --:--,Garcia-Patr�n Canals A. (13),2,3,7,10,,,0,,
12. 05. 2025 -,Sawant M. (4),1,6,^6,1,,,0,,
12. 05. 2025 --:--,Liu M. (1),2,6,6,,,,0,,
12. 05. 2025 -,Saurasava Z. (14),0,0,3,,,,0,,
12. 05. 2025 --:--,Lopez C. (12),2,6,7,,,,0,,
12. 05. 2025 -,Vargas V.,0,3,5,,,,0,,
12. 05. 2025 --:--,Peet F.,2,6,4,10,,,0,,
12. 05. 2025 -,Alejo S.,1,4,6,0,,,0,,
12. 05. 2025 --:--,Losciale V. (5),2,6,6,,,,0,,
12. 05. 2025 -,Heddar F. (15),0,4,1,,,,0,,
12. 05. 2025 --:--,Karunaratne A. (16),2,6,6,,,,0,,
12. 05. 2025 -,Hays G. (7),0,4,2,,,,0,,
12. 05. 2025 --:--,Giessler E. (6),2,7,6,,,,0,,
12. 05. 2025 -,San Jose L.,0,6^5,3,,,,0,,
12. 05. 2025 -,Paris WTA,S,1,2,3,4,5,H2H,H,A,header
12. 05. 2025 10:10,Jacquemot E. (2),2,6,7,,,,0,2.57,1.47
12. 05. 2025 -,Bejlek S.,0,2,^6,,,,0,,
12. 05. 2025 10:15,Lim J.,2,3,6,6,,,0,2.83,1.39
12. 05. 2025 -,Inglis M. (4),1,6,2,1,,,0,,
12. 05. 2025 10:25,Chirico L.,2,6,6,,,,0,2.88,1.38
12. 05. 2025 -,Fruhvirtova L. (3),0,1,4,,,,0,,
12. 05. 2025 11:55,Ferro F.,2,4,6,6,,,0,1.30,3.28
12. 05. 2025 -,Wei S. (1),1,6,1,3,,,0,,
12. 05. 2025 -,Parma,S,1,2,3,4,5,H2H,H,A,header
12. 05. 2025 11:05,Tig P. (3),2,6,7,,,,0,1.19,4.26
12. 05. 2025 -,Zucchini A.,0,2,5,,,,0,,
12. 05. 2025 11:05,Grabher J. (1),2,6,6,,,,0,1.08,7.35
12. 05. 2025 -,Abbagnato A.,0,4,4,,,,0,,
12. 05. 2025 11:15,Friedsam A.,2,3,6,6,,,0,1.51,2.45
12. 05. 2025 -,Bandecchi S. (2),1,6,3,4,,,0,,
12. 05. 2025 14:15,Fossa Huergo N.,2,7,6,,,,0,4.05,1.21
12. 05. 2025 -,Bassols Ribera M. (4),0,6^1,4,,,,0,,
