22. 05. 2025 -,UTR Pro Tennis Series 3,S,1,2,3,4,5,header
22. 05. 2025 16:00,Bernard J.,,,,,,,0,2.60,1.43
22. 05. 2025 -,Boyd K.,,,,,,,0,,
22. 05. 2025 23:10,Seidman L.,,,,,,,0,4.60,1.12
22. 05. 2025 -,Aguiard E.,,,,,,,0,,
22. 05. 2025 -,Hamburg,S,1,2,3,4,5,header
22. 05. 2025 18:25,Auger Aliassime F. (6),2,7,^6,6,,,0,1.44,2.77
22. 05. 2025 -,Muller A.,1,6^4,7,3,,,0,,
22. 05. 2025 16:10,Rublev A. (3),2,6,3,6,,,0,1.44,2.74
22. 05. 2025 -,Darderi L.,1,1,6,3,,,0,,
22. 05. 2025 14:25,Cobolli F.,2,7,6,,,,0,1.61,2.29
22. 05. 2025 -,Bautista-Agut R.,0,6^4,0,,,,0,,
22. 05. 2025 12:10,Etcheverry T.,2,7,6,,,,0,2.51,1.53
22. 05. 2025 -,Lehecka J.,0,5,3,,,,0,,
22. 05. 2025 -,Geneva,S,1,2,3,4,5,header
22. 05. 2025 21:45,Norrie C.,2,7,6,,,,0,2.04,1.76
22. 05. 2025 -,Popyrin A. (5),0,^6,4,,,,0,,
22. 05. 2025 19:40,Djokovic N. (2),2,6,6,,,,0,1.30,3.55
22. 05. 2025 -,Arnaldi M. (8),0,4,4,,,,0,,
22. 05. 2025 18:00,Hurkacz H. (6),2,6,7,,,,0,2.30,1.61
22. 05. 2025 -,Fritz T. (1),0,3,6^5,,,,0,,
22. 05. 2025 15:40,Ofner S.,2,4,6,6,,,0,2.64,1.49
22. 05. 2025 -,Khachanov K. (4),1,6,4,4,,,0,,
22. 05. 2025 -,Skopje challenger,S,1,2,3,4,5,header
22. 05. 2025 12:35,Fatic N.,2,3,7,6,,,0,1.40,2.79
22. 05. 2025 -,Negritu C.,1,6,^6,2,,,0,,
22. 05. 2025 12:35,Dellien H. (1),2,6,6,,,,0,1.27,3.49
22. 05. 2025 -,Michalski D.,0,2,1,,,,0,,
22. 05. 2025 10:35,Poljicak M. (8),2,7,6,,,,0,1.60,2.24
22. 05. 2025 -,Geerts M.,0,6^3,1,,,,0,,
22. 05. 2025 10:30,Clarke J. (3),2,6,6,,,,0,2.12,1.67
22. 05. 2025 -,Schwaerzler J.,0,3,1,,,,0,,
22. 05. 2025 -,Tbilisi challenger,S,1,2,3,4,5,header
22. 05. 2025 10:05,Purtseladze S. (4),2,7,5,7,,,0,1.66,2.12
22. 05. 2025 -,Glinka D.,1,6^5,7,6^10,,,0,,
22. 05. 2025 09:30,Damm M.,1,,,,,,0,2.30,1.61
22. 05. 2025 -,Loffhagen G.,0,,,,,,0,,
22. 05. 2025 08:10,Cina F. (8),2,6,7,,,,0,1.45,2.64
22. 05. 2025 -,Coulibaly E. (3),0,4,6^4,,,,0,,
22. 05. 2025 08:05,Broom C.,2,3,6,6,,,0,2.15,1.65
22. 05. 2025 -,Pokorny L.,1,6,4,0,,,0,,
22. 05. 2025 -,Futures 2025,S,1,2,3,4,5,header
22. 05. 2025 20:55,Maloney P.,2,6,6,,,,0,1.10,6.01
22. 05. 2025 -,Schachter N.,0,2,1,,,,0,,
22. 05. 2025 20:10,Zink T.,2,6,6,,,,0,1.07,6.84
22. 05. 2025 -,Vasser O.,0,1,0,,,,0,,
22. 05. 2025 19:10,Soto M.,2,6,3,6,,,0,1.21,3.91
22. 05. 2025 -,Martinez T.,1,1,6,4,,,0,,
22. 05. 2025 19:10,Andrade A.,2,6,6,,,,0,1.27,3.39
22. 05. 2025 -,Miyoshi K.,0,4,2,,,,0,,
22. 05. 2025 19:10,Cid Subervi R.,2,6,6,,,,0,1.19,4.18
22. 05. 2025 -,Pannu K.,0,4,2,,,,0,,
22. 05. 2025 18:05,Midon L.,2,6,6,,,,0,1.26,3.49
22. 05. 2025 -,Shah A.,0,1,4,,,,0,,
22. 05. 2025 17:40,Borisiouk M.,2,6,6,,,,0,1.28,3.33
22. 05. 2025 -,Weekes J.,0,1,2,,,,0,,
22. 05. 2025 16:10,Kuzuhara B.,2,3,6,6,,,0,2.26,1.57
22. 05. 2025 -,Jubb P.,1,6,3,4,,,0,,
22. 05. 2025 16:10,Villanueva G.,2,6,6,,,,0,1.81,1.90
22. 05. 2025 -,Roncadelli F.,0,2,2,,,,0,,
22. 05. 2025 16:10,Olivo R.,2,7,6,,,,0,1.41,2.69
22. 05. 2025 -,Grant W.,0,5,0,,,,0,,
22. 05. 2025 16:10,Boscardin Dias P.,2,7,4,6,,,0,1.68,2.07
22. 05. 2025 -,Ambrogi L.,1,6^3,6,3,,,0,,
22. 05. 2025 16:10,Ganesan A.,2,7,4,6,,,0,1.80,1.89
22. 05. 2025 -,Almazan Valiente I.,1,6^5,6,4,,,0,,
22. 05. 2025 15:45,Radulov I.,2,6,6,,,,0,2.32,1.54
22. 05. 2025 -,Alcala Gurri M.,0,3,3,,,,0,,
22. 05. 2025 15:20,Brunclik P.,2,6,6,,,,0,1.08,6.64
22. 05. 2025 -,Kalender A.,0,2,1,,,,0,,
22. 05. 2025 15:10,Kivattsev K.,2,6,6,,,,0,1.12,5.50
22. 05. 2025 -,Michalik R.,0,1,1,,,,0,,
22. 05. 2025 14:40,Piraino G.,2,6,6,,,,0,1.87,1.83
22. 05. 2025 -,Gill F.,0,3,3,,,,0,,
22. 05. 2025 14:05,Sanchez Quilez A.,2,6,2,6,,,0,3.70,1.24
22. 05. 2025 -,Brancaccio R.,1,3,6,1,,,0,,
22. 05. 2025 13:35,Oradini G.,2,6,6,,,,0,2.16,1.62
22. 05. 2025 -,Vincent Ruggeri S.,0,0,2,,,,0,,
22. 05. 2025 13:35,Zapata Miralles B.,2,6,6,,,,0,1.22,3.83
22. 05. 2025 -,Curras Abasolo T.,0,4,2,,,,0,,
22. 05. 2025 13:25,Giustino L.,2,6,5,6,,,0,1.19,4.18
22. 05. 2025 -,de Schepper K.,1,4,7,3,,,0,,
22. 05. 2025 13:25,Pereira T.,2,7,6,,,,0,1.52,2.36
22. 05. 2025 -,Matsuoka H.,0,5,4,,,,0,,
22. 05. 2025 12:25,Masur D.,2,6,6,,,,0,2.33,1.54
22. 05. 2025 -,Carboni L.,0,3,3,,,,0,,
22. 05. 2025 12:25,Artnak B.,2,6,6,,,,0,1.72,2.00
22. 05. 2025 -,Chepelev A.,0,4,1,,,,0,,
22. 05. 2025 12:15,Added D.,2,6,6,,,,0,1.06,7.70
22. 05. 2025 -,Badini S.,0,1,0,,,,0,,
22. 05. 2025 12:00,Romano F.,2,2,6,6,,,0,2.18,1.61
22. 05. 2025 -,Weis A.,1,6,4,3,,,0,,
22. 05. 2025 12:00,Forti F.,2,6,6,,,,0,1.72,2.00
22. 05. 2025 -,Pecci A.,0,2,3,,,,0,,
22. 05. 2025 11:40,Sanchez Izquierdo N.,2,6,6,,,,0,1.18,4.35
22. 05. 2025 -,Domingues J.,0,1,2,,,,0,,
22. 05. 2025 11:40,Sperle J.,2,6,1,6,,,0,1.65,2.12
22. 05. 2025 -,Bouquet L.,1,4,6,2,,,0,,
22. 05. 2025 11:40,Damas M.,2,6,6,,,,0,1.69,2.05
22. 05. 2025 -,Nijboer R.,0,4,0,,,,0,,
22. 05. 2025 11:40,Krutykh O.,2,6,6,,,,0,1.36,2.90
22. 05. 2025 -,Santamarta Roig A.,0,4,2,,,,0,,
22. 05. 2025 10:10,Bondioli F.,2,6,3,6,,,0,1.89,1.81
22. 05. 2025 -,Juarez F.,1,1,6,1,,,0,,
22. 05. 2025 10:10,Barroso Campos A.,2,7,6,,,,0,3.06,1.33
22. 05. 2025 -,Pecotic M.,0,6^3,3,,,,0,,
22. 05. 2025 10:00,Lokoli L.,2,3,6,6,,,0,1.15,4.78
22. 05. 2025 -,Mashtakov M.,1,6,1,3,,,0,,
22. 05. 2025 10:00,Serdarusic N.,2,6,6,,,,0,1.17,4.33
22. 05. 2025 -,Popovic S.,0,3,4,,,,0,,
22. 05. 2025 10:00,Berrettini J.,2,6,6,,,,0,1.34,2.96
22. 05. 2025 -,Caniato C.,0,3,4,,,,0,,
22. 05. 2025 10:00,Ovcharenko O.,2,6,7,,,,0,1.34,2.95
22. 05. 2025 -,Ribecai M.,0,3,5,,,,0,,
22. 05. 2025 00:55,Cid Subervi R.,2,6,6,,,,0,1.04,9.04
22. 05. 2025 -,Goode G.,0,1,1,,,,0,,
22. 05. 2025 16:05,Raquillet L.,2,3,7,6,,,0,1.84,1.83
22. 05. 2025 -,Giunta M.,1,6,6^4,2,,,0,,
22. 05. 2025 15:25,Homberg M.,2,6,6,,,,0,1.30,3.24
22. 05. 2025 -,Bieldiugin T.,0,2,2,,,,0,,
22. 05. 2025 14:45,Obradovic D.,2,7,2,7,,,0,2.08,1.66
22. 05. 2025 -,Kupcic J.,1,5,6,5,,,0,,
22. 05. 2025 14:10,Raynel A.,2,7,6^5,7,,,0,1.34,2.98
22. 05. 2025 -,Zarate C.,1,5,7,6^2,,,0,,
22. 05. 2025 14:00,Agwi M.,2,6,7,,,,0,1.04,9.28
22. 05. 2025 -,Munkhammar P.,0,2,6^4,,,,0,,
22. 05. 2025 13:50,Papoe C.,2,6,7,,,,0,5.48,1.11
22. 05. 2025 -,Ferrari G.,0,2,5,,,,0,,
22. 05. 2025 13:35,Oetzbach A.,2,3,6,7,,,0,1.38,2.83
22. 05. 2025 -,Lane L.,1,6,3,5,,,0,,
22. 05. 2025 13:30,Palosi S.,2,6,6,,,,0,1.04,8.50
22. 05. 2025 -,Marinescu M.,0,4,1,,,,0,,
22. 05. 2025 13:15,Berkieta T.,2,4,6,6,,,0,1.30,3.23
22. 05. 2025 -,Noce G.,1,6,2,2,,,0,,
22. 05. 2025 13:15,Hurrion M.,2,6,4,7,,,0,1.83,1.86
22. 05. 2025 -,Ehrenschneider N.,1,4,6,6^1,,,0,,
22. 05. 2025 13:00,Gentzsch T.,2,6,6,,,,0,1.05,8.18
22. 05. 2025 -,Ahti V.,0,3,0,,,,0,,
