11. 05. 2025 -,Rome WTA,S,1,2,3,4,5,H2H,H,A,header
11. 05. 2025 17:10,Ekstrand M.,2,6,6,,,,0,2.58,1.45
11. 05. 2025 -,Akli A.,0,2,1,,,,0,,
11. 05. 2025 -,Fukuoka ITF,S,1,2,3,4,5,H2H,H,A,header
11. 05. 2025 04:10,Jones E. (4),2,7,6,,,,0,1.84,1.86
11. 05. 2025 -,Sakatsume H. (3),0,6^4,4,,,,0,,
11. 05. 2025 -,Goyang 2 ITF,S,1,2,3,4,5,H2H,H,A,header
11. 05. 2025 05:00,Tjen J.,2,7,6,,,,0,1.21,4.02
11. 05. 2025 -,Lee E.,0,6^5,4,,,,0,,
11. 05. 2025 05:55,Zhu L. (5),2,7,6,,,,0,1.49,2.47
11. 05. 2025 -,Guo H. (4),0,5,1,,,,0,,
11. 05. 2025 09:15,Tjen J.,2,6,6,,,,0,2.02,1.72
11. 05. 2025 -,Zhu L. (5),0,4,1,,,,0,,
11. 05. 2025 -,Nottingham 7 ITF,S,1,2,3,4,5,H2H,H,A,header
11. 05. 2025 13:55,Guerrero Alvarez E.,2,6,7,,,,0,1.55,2.33
11. 05. 2025 -,Bains N. (7),0,2,6^7,,,,0,,
11. 05. 2025 -,Platja D'Aro ITF,S,1,2,3,4,5,H2H,H,A,header
11. 05. 2025 10:40,Mintegi Del Olmo A.,2,3,6,6,,,0,1.68,2.08
11. 05. 2025 -,Duerst J.,1,6,1,3,,,0,,
11. 05. 2025 -,Santa Margherita Di Pula 6 ITF,S,1,2,3,4,5,H2H,H,A,header
11. 05. 2025 10:40,Oliynykova O. (2),2,6,6,,,,0,1.37,2.92
11. 05. 2025 -,Makarova E. (1),0,4,0,,,,0,,
11. 05. 2025 -,UTR Pro Tennis Series 5,S,1,2,3,4,5,H2H,H,A,header
11. 05. 2025 09:00,Vrbova J.,2,4,6,7,,,0,1.43,2.55
11. 05. 2025 -,Zidelova V.,1,6,3,6,,,0,,
11. 05. 2025 10:00,Jankovic I.,2,6,7,,,,0,2.92,1.37
11. 05. 2025 -,Markovic A.,0,1,5,,,,0,,
11. 05. 2025 11:40,Bojica S.,2,7,6,,,,0,3.15,1.28
11. 05. 2025 -,Lodikova D.,0,6,2,,,,0,,
11. 05. 2025 12:05,Chudejova M.,2,6,6,,,,0,2.43,1.47
11. 05. 2025 -,Borkop S.,0,2,0,,,,0,,
11. 05. 2025 13:30,Milicevic K.,2,6,6,,,,0,1.38,2.68
11. 05. 2025 -,Gvozdenovic S.,0,3,2,,,,0,,
11. 05. 2025 -,Bucharest 2 ITF,S,1,2,3,4,5,H2H,H,A,header
11. 05. 2025 10:15,Gae M.,2,6,7,,,,0,1.68,2.08
11. 05. 2025 -,Ionescu E.,0,4,5,,,,0,,
11. 05. 2025 -,Kalmar ITF,S,1,2,3,4,5,H2H,H,A,header
11. 05. 2025 11:00,Brockmann T. (2),2,2,7,7,,,0,3.39,1.28
11. 05. 2025 -,Malygina E. (1),1,6,6^8,6^4,,,0,,
11. 05. 2025 -,Kursumlijska Banja 3 ITF,S,1,2,3,4,5,H2H,H,A,header
11. 05. 2025 10:00,Granwehr A. (7),2,6,5,6,,,0,2.54,1.47
11. 05. 2025 -,Astakhova D.,1,4,7,2,,,0,,
11. 05. 2025 -,Monastir 34 ITF,S,1,2,3,4,5,H2H,H,A,header
11. 05. 2025 11:10,Petretic L. (5),2,6,5,6,,,0,3.24,1.31
11. 05. 2025 -,Penickova K.,1,3,7,1,,,0,,
11. 05. 2025 -,UTR Pro Match Series,S,1,2,3,4,5,H2H,H,A,header
11. 05. 2025 00:10,Nguyen A.,2,6,6,,,,0,1.97,1.69
11. 05. 2025 -,Su S.,0,2,3,,,,0,,
11. 05. 2025 18:00,McKenzie K.,,,,,,,0,,
11. 05. 2025 -,Valentine S.,,,,,,,0,,
11. 05. 2025 18:30,Lindgren G.,,,,,,,0,,1.23
11. 05. 2025 -,Jaramillo S.,,,,,,,0,,
11. 05. 2025 18:30,Reami A.,,,,,,,0,,1.05
11. 05. 2025 -,Chica D.,,,,,,,0,,
11. 05. 2025 18:30,Russell A.,,,,,,,0,,2.30
11. 05. 2025 -,Sasnouskaya T.,,,,,,,0,,
11. 05. 2025 19:10,Chen Y.,,,,,,,0,,1.60
11. 05. 2025 -,Nguyen A.,,,,,,,0,,
11. 05. 2025 19:30,Marakhtanova P.,,,,,,,0,,1.66
11. 05. 2025 -,Nguyen A.,,,,,,,0,,
11. 05. 2025 19:50,Fenton J.,,,,,,,0,,3.58
11. 05. 2025 -,Starastsenka K.,,,,,,,0,,
11. 05. 2025 20:30,Saroli F.,,,,,,,0,,3.58
11. 05. 2025 -,Clemons A.,,,,,,,0,,
11. 05. 2025 20:30,Lombardi J.,,,,,,,0,,1.82
11. 05. 2025 -,Deford E.,,,,,,,0,,
11. 05. 2025 -,UTR Pro Tennis Series,S,1,2,3,4,5,H2H,H,A,header
11. 05. 2025 02:00,Mcphee K.,2,6,6,,,,0,1.28,3.25
11. 05. 2025 -,Thompson B.,0,4,1,,,,0,,
11. 05. 2025 -,Monzon ITF,S,1,2,3,4,5,H2H,H,A,header
11. 05. 2025 --:--,Noguero Asensio E.,,,,,,,0,,
11. 05. 2025 -,Heddar F. (15),,,,,,,0,,
11. 05. 2025 --:--,Hays G. (7),2,6,6,,,,0,,
11. 05. 2025 -,Zambelli Caral A.,0,0,0,,,,0,,
11. 05. 2025 --:--,Trujillo Garnica M.,2,6,6,,,,0,,
11. 05. 2025 -,Easwaramurthi A. (2),0,0,1,,,,0,,
11. 05. 2025 --:--,Karunaratne A. (16),2,6,6,,,,0,,
11. 05. 2025 -,De Micco Padula I.,0,0,2,,,,0,,
11. 05. 2025 --:--,Giessler E. (6),2,6,6,,,,0,,
11. 05. 2025 -,Rodriguez Carretero P.,0,1,0,,,,0,,
11. 05. 2025 --:--,Garcia-Patr�n Canals A. (13),2,6,6,,,,0,,
11. 05. 2025 -,Cimarra Munoz C.,0,1,1,,,,0,,
11. 05. 2025 --:--,Vargas V.,2,6,6,,,,0,,
11. 05. 2025 -,Pardo Florensa M.,0,2,0,,,,0,,
11. 05. 2025 --:--,Lopez C. (12),2,6,6,,,,0,,
11. 05. 2025 -,Chan W.,0,2,2,,,,0,,
11. 05. 2025 --:--,Losciale V. (5),2,6,7,,,,0,,
11. 05. 2025 -,Volosova D.,0,2,5,,,,0,,
11. 05. 2025 --:--,Peet F.,2,6,5,10,,,0,,
11. 05. 2025 -,Ortega Redondo P. (8),1,3,7,5,,,0,,
11. 05. 2025 --:--,Alejo S.,2,6,6,,,,0,,
11. 05. 2025 -,Golubkova A. (9),0,3,2,,,,0,,
11. 05. 2025 --:--,Sawant M. (4),2,6,6,,,,0,,
11. 05. 2025 -,Suljadzic S.,0,3,3,,,,0,,
11. 05. 2025 --:--,Cruz M. (10),2,6,6,,,,0,,
11. 05. 2025 -,Quesada Oyonarte M.,0,4,2,,,,0,,
11. 05. 2025 --:--,Liu M. (1),2,6,7,,,,0,,
11. 05. 2025 -,Garcia Alonso C.,0,4,5,,,,0,,
11. 05. 2025 --:--,Saurasava Z. (14),2,6,7,,,,0,,
11. 05. 2025 -,Corte C.,0,4,^6,,,,0,,
11. 05. 2025 --:--,San Jose L.,2,7,2,10,,,0,,
11. 05. 2025 -,Tsion Y. (11),1,5,6,5,,,0,,
