Time,Masters Cup ATP,S,1,2,3,4,5,H2H,H,A,header
21:05,Irwanto Jonathan,,,,,,,0,3.50,1.28
-,Makk Peter,,,,,,,0,,
22:30,Djakouris Antreas,,,,,,,0,1.44,2.62
-,Davis George,,,,,,,0,,
22:30,Povey Tanner,,,,,,,0,3.00,1.36
-,Carlsson Halldin Linus,,,,,,,0,,
Time,UTR Pro Tennis Series 6,S,1,2,3,4,5,H2H,H,A,header
06:00,Keisidis Christos,,,,,,,0,4.33,1.20
-,Siniakov Daniel,,,,,,,0,,
06:09,Volz Marcel,2,6,6,,,,,3.75,1.25
-,Maute Jannik,0,4,1,,,,,,
07:15,Vojinovic Lazar,,,,,,,0,6.50,1.10
-,Pankin Semen,,,,,,,0,,
07:30,Kis Balazs Rafael,2,7,6,,,,,1.83,1.83
-,Tadic Vladan,0,5,4,,,,,,
