Time,Rovereto challenger,S,1,2,3,4,5,H2H,H,A,header
17:00,Maestrelli Francesco,,,,,,,0,2.88,1.38
-,Herbert Pierre-Hugues,,,,,,,1,,
17:00,Marie Jules,,,,,,,0,2.83,1.38
-,Holmgren August,,,,,,,0,,
18:30,Zapata Miralles Bernabe,,,,,,,0,2.61,1.43
-,Ritschard Alexander,,,,,,,1,,
19:30,Landaluce Martin,,,,,,,0,1.23,3.88
-,Sels Jelle,,,,,,,0,,
Time,Sao Paulo 7 challenger,S,1,2,3,4,5,H2H,H,A,header
14:00,Barrios Vera Marcelo Tomas,,,,,,,0,1.35,3.08
-,Alves Mateus (2001),,,,,,,0,,
17:00,Prado Angelo Juan Carlos,,,,,,,0,1.11,1.74
-,Guillen Meza Alvaro,,,,,,,0,,
17:00,Soto Matias,,,,,,,0,1.61,1.10
-,Gomez Federico Agustin,,,,,,,0,,
17:00,Ficovich Juan Pablo,,,,,,,0,2.06,1.70
-,Bertola Remy,,,,,,,0,,
18:30,Comesana Francisco,,,,,,,0,1.29,3.43
-,Luz Orlando,,,,,,,1,,
22:00,Heide Gustavo,,,,,,,0,1.21,4.13
-,Reis Da Silva Joao Lucas,,,,,,,0,,
Time,Yokohama challenger,S,1,2,3,4,5,H2H,H,A,header
05:00,Wong Coleman,,,,,,,0,1.03,9.51
-,Jones Lennon Roark,,,,,,,0,,
05:00,Demin Yaroslav,,,,,,,0,5.10,1.14
-,Tu Li,,,,,,,0,,
05:00,Imamura Masamichi,,,,,,,0,1.68,2.10
-,Sweeny Dane,,,,,,,0,,
06:30,Zakharov Alexey,,,,,,,2,1.90,1.84
-,Noguchi Rio,,,,,,,0,,
06:30,Dodig Matej,,,,,,,0,2.79,1.40
-,Basilashvili Nikoloz,,,,,,,0,,
06:30,Shimizu Yuta,,,,,,,3,1.63,2.18
-,Bolt Alex,,,,,,,2,,
Time,Montemar challenger,S,1,2,3,4,5,H2H,H,A,header
16:30,Coppejans Kimmer,,,,,,,0,1.71,2.01
-,Gaubas Vilius,,,,,,,0,,
16:30,Moro Canas Alejandro,,,,,,,1,1.79,1.91
-,Sanchez Jover Carlos,,,,,,,1,,
16:30,Hardt Nick,,,,,,,0,2.43,1.52
-,Andreev Adrian,,,,,,,0,,
18:00,Pellegrino Andrea,,,,,,,0,1.71,1.96
-,Shelbayh Abedallah,,,,,,,0,,
Time,Puerto Vallarta challenger,S,1,2,3,4,5,H2H,H,A,header
17:00,Hussey Giles,,,,,,,0,1.81,1.89
-,Oberleitner Neil,,,,,,,0,,
17:00,Seggerman Ryan,,,,,,,0,1.84,1.84
-,Ilagan Andre,,,,,,,0,,
17:00,Sell Karue,,,,,,,0,1.14,5.25
-,Pannu Kiranpal,,,,,,,0,,
17:00,Pacheco Mendez Rodrigo,,,,,,,0,1.76,1.97
-,Escobedo Ernesto,,,,,,,1,,
17:00,Alvarez Valdes Luis Carlos,,,,,,,0,1.93,1.79
-,Aboian Valerio,,,,,,,0,,
17:00,Geerts Michael,,,,,,,0,1.96,1.77
-,Searle Henry,,,,,,,0,,
17:00,Rodesch Chris,,,,,,,0,2.08,1.65
-,Spizzirri Eliot,,,,,,,0,,
17:00,Draxl Liam,,,,,,,0,1.09,2.39
-,Karlovskiy Evgeny,,,,,,,0,,
17:00,Purtseladze Saba,,,,,,,0,1.45,2.44
-,Hernandez Serrano Juan Alejandro,,,,,,,0,,
17:00,Mayo Aidan,,,,,,,0,1.73,1.95
-,Dougaz Aziz,,,,,,,2,,
Time,Futures 2024,S,1,2,3,4,5,H2H,H,A,header
08:00,Ionel Nicholas David,,,,,,,2,1.31,3.17
-,Van Der Meerschen Martin,,,,,,,0,,
09:30,Krutykh Oleksii,0,2,,,,,0,2.59,1.44
-,Soriano Barrera Adria,0,3,,,,,0,,
--:--,Deflandre Leo,,,,,,,0,,
-,Siddiqui Amaan,,,,,,,0,,
--:--,Tan Beren,,,,,,,0,,
-,Hadzimehmedovic Romeo,,,,,,,0,,
--:--,Pieleanu Rares Teodor,,,,,,,0,,
-,Sahtali Toufik,,,,,,,0,,
--:--,Graf Dominique,,,,,,,0,,
-,Nesterov Alexey (1998),,,,,,,0,,
--:--,Gschwendtner Jeremy,,,,,,,0,,
-,Hou Chun-Chien,,,,,,,0,,
--:--,Elamin Ammar,,,,,,,0,,
-,Lauinger Alexander,,,,,,,0,,
--:--,Mustafin Samat,,,,,,,0,,
-,Volpi Gabriele,,,,,,,0,,
--:--,Kalender Admir,,,,,,,0,,
-,Jauch Jan,,,,,,,0,,
--:--,Freire Da Silva Adan,,,,,,,0,,
-,Goenen Artun,,,,,,,0,,
01:00,Delaney Jesse,,,,,,,0,,
-,Bruce-Smith Jack,,,,,,,0,,
01:00,King Oliver,,,,,,,0,,
-,Tokuda Renta,,,,,,,0,,
01:00,Lomakin Grigoriy,,,,,,,0,,
-,Pade Charlie,,,,,,,0,,
01:00,McFadzean Lachlan,,,,,,,0,,
-,Fishback Ryan,,,,,,,0,,
01:00,Sumizawa Daisuke,,,,,,,0,,
-,Hazratwala Rohan,,,,,,,0,,
01:00,Mehrotra Arjun,,,,,,,0,,
-,Braithwaite Thomas,,,,,,,1,,
01:00,Tajima Naoki,,,,,,,0,,
-,Adam-Gedge Zachary,,,,,,,0,,
01:00,Hall Finley,,,,,,,0,,
-,Vujic Stefan,,,,,,,0,,
01:00,Pearson Kody,,,,,,,0,,
-,Gray Timothy,,,,,,,0,,
