Time,Taipei 3 ITF,S,1,2,3,4,5,header
21. 06. 2025 --:--,Kawaguchi N. (1),,,,,,,0,,
21. 06. 2025 -,Leong S.,,,,,,,0,,
21. 06. 2025 --:--,Kao A.,,,,,,,0,,
21. 06. 2025 -,Yersh K. (10),,,,,,,0,,
21. 06. 2025 --:--,Aikawa M. (2),,,,,,,0,,
21. 06. 2025 -,Lu C.,,,,,,,0,,
21. 06. 2025 --:--,Lin J.,,,,,,,0,,
21. 06. 2025 -,Wan I. (16),,,,,,,0,,
21. 06. 2025 --:--,Lansere S. (3),,,,,,,0,,
21. 06. 2025 -,Hsieh Y.,,,,,,,0,,
21. 06. 2025 --:--,Chu L.,,,,,,,0,,
21. 06. 2025 -,Kikawada R. (11),,,,,,,0,,
21. 06. 2025 --:--,Rioux L. (4),,,,,,,0,,
21. 06. 2025 -,Tsai Y.,,,,,,,0,,
21. 06. 2025 --:--,Phang Ziyi N.,,,,,,,0,,
21. 06. 2025 -,Sato H. (13),,,,,,,0,,
21. 06. 2025 --:--,Kummel A. (5),,,,,,,0,,
21. 06. 2025 -,Jeng J.,,,,,,,0,,
21. 06. 2025 --:--,Tzeng M.,,,,,,,0,,
21. 06. 2025 -,Korhonen C. (15),,,,,,,0,,
21. 06. 2025 --:--,Thompson B. (6),,,,,,,0,,
21. 06. 2025 -,Wang Y.,,,,,,,0,,
21. 06. 2025 --:--,Chiang Y.,,,,,,,0,,
21. 06. 2025 -,Kim D. (9),,,,,,,0,,
21. 06. 2025 --:--,Kitahara Y. (7),,,,,,,0,,
21. 06. 2025 -,Lee Y.,,,,,,,0,,
21. 06. 2025 --:--,Lin G.,,,,,,,0,,
21. 06. 2025 -,Varaksina A. (12),,,,,,,0,,
21. 06. 2025 --:--,Hosoki Y. (8),,,,,,,0,,
21. 06. 2025 -,Jessup M.,,,,,,,0,,
21. 06. 2025 --:--,Shmakova M.,,,,,,,0,,
21. 06. 2025 -,Li Y. (14),,,,,,,0,,
Time,UTR Pro Tennis Series 5,S,1,2,3,4,5,header
21. 06. 2025 10:00,Milicevic K.,,,,,,,0,1.22,3.50
21. 06. 2025 -,Zuchanska A.,,,,,,,0,,
21. 06. 2025 15:00,Santos M.,,,,,,,0,2.08,1.60
21. 06. 2025 -,Golas O.,,,,,,,0,,
21. 06. 2025 18:00,Finak E.,,,,,,,0,1.25,3.28
21. 06. 2025 -,Drukerova A.,,,,,,,0,,
Time,Berlin,S,1,2,3,4,5,header
21. 06. 2025 14:35,Wang X.,2,6,6,,,,0,2.53,1.51
21. 06. 2025 -,Samsonova L.,0,4,1,,,,0,,
21. 06. 2025 12:05,Vondrousova M.,2,6,6,,,,0,2.95,1.39
21. 06. 2025 -,Sabalenka A. (1),0,2,4,,,,0,,
Time,Nottingham,S,1,2,3,4,5,header
21. 06. 2025 17:40,Kessler M.,2,6,6,,,,0,1.66,2.21
21. 06. 2025 -,Sramkova R.,0,4,2,,,,0,,
21. 06. 2025 12:10,Yastremska D.,2,6,6,,,,0,1.63,2.27
21. 06. 2025 -,Linette M. (6),0,4,4,,,,0,,
Time,Blois ITF,S,1,2,3,4,5,header
21. 06. 2025 15:30,Udvardy P. (2),2,7,6,,,,0,1.36,2.92
21. 06. 2025 -,Belgraver J.,0,5,3,,,,0,,
Time,Zagreb 2 ITF,S,1,2,3,4,5,header
21. 06. 2025 13:00,Salkova D. (7),2,2,6,6,,,0,1.54,2.34
21. 06. 2025 -,Wurth T.,1,6,3,3,,,0,,
Time,Taizhou ITF,S,1,2,3,4,5,header
21. 06. 2025 03:40,Tjen J. (3),2,6,6,,,,0,1.07,7.24
21. 06. 2025 -,Chong E.,0,4,4,,,,0,,
21. 06. 2025 03:40,Yang Y.,2,7,6,,,,0,3.49,1.25
21. 06. 2025 -,Lee C.,0,6^1,2,,,,0,,
Time,Klosters ITF,S,1,2,3,4,5,header
21. 06. 2025 10:10,Gasanova A. (1),2,6,5,6,,,0,1.32,3.16
21. 06. 2025 -,Lemaitre T.,1,3,7,2,,,0,,
21. 06. 2025 10:00,Hobgarski K. (6),2,6,6,,,,0,1.41,2.70
21. 06. 2025 -,Lahey A.,0,0,1,,,,0,,
Time,Taipei 2 ITF,S,1,2,3,4,5,header
21. 06. 2025 04:10,Saigo R. (6),2,7,6,,,,0,2.15,1.63
21. 06. 2025 -,Matsuda M.,0,6^3,2,,,,0,,
21. 06. 2025 04:10,Ku Y.,2,7,6,,,,0,1.66,2.09
21. 06. 2025 -,Back D. (3),0,6^4,1,,,,0,,
Time,Tauste-Zaragoza ITF,S,1,2,3,4,5,header
21. 06. 2025 21:40,Diyas Z. (2),2,6,6^4,6,,,0,1.14,4.89
21. 06. 2025 -,Cherubini D.,1,1,7,1,,,0,,
Time,Wichita ITF,S,1,2,3,4,5,header
21. 06. 2025 19:10,Crossley M.,2,6,7,,,,0,1.14,4.86
21. 06. 2025 -,Kuwata H.,0,2,6^4,,,,0,,
21. 06. 2025 17:00,Crawley F.,2,3,7,6,,,0,1.50,2.44
21. 06. 2025 -,Yamalapalli S. (7),1,6,6^3,2,,,0,,
21. 06. 2025 04:15,Crossley M.,2,6,6,,,,0,1.98,1.73
21. 06. 2025 -,Liang E. (5),0,2,4,,,,0,,
21. 06. 2025 03:45,Kuwata H.,2,6,6,,,,0,1.42,2.65
21. 06. 2025 -,Kononova M.,0,3,0,,,,0,,
Time,Ystad ITF,S,1,2,3,4,5,header
21. 06. 2025 13:30,Oktiabreva A.,2,6,6,,,,0,1.11,5.69
21. 06. 2025 -,Taraba Wallberg N.,0,3,2,,,,0,,
21. 06. 2025 11:00,Burillo Escorihuela I. (1),2,7,6,,,,0,1.85,1.86
