Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds

CHALLENGER MEN - SINGLES Nottingham 4 (United Kingdom),grass,header
08.07.,Brady P.,0,,,,,,2,3,68%,59% (20/34),38% (6/16),33% (2/6),33% (9/27),15% (3/20),0% (0/1),52% (26/50),26% (12/47),39% (38/97),5,0,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],0
08.07.,Wendelken H.,2,,,,,,1,2,57%,67% (18/27),85% (17/20),100% (1/1),41% (14/34),63% (10/16),67% (4/6),74% (35/47),48% (24/50),61% (59/97),5,0,100% (8/8),50% (4/8),75% (12/16),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Nottingham 4 (United Kingdom) - Qualification,grass,header
07.07.,Brady P.,2,,,,,,4,3,71%,71% (34/48),65% (13/20),75% (3/4),36% (15/42),47% (7/15),60% (3/5),69% (47/68),39% (22/57),55% (69/125),6,0,91% (10/11),30% (3/10),62% (13/21),[],[],[],[],[],0
07.07.,Casanova A.,0,,,,,,2,3,74%,64% (27/42),53% (8/15),40% (2/5),29% (14/48),35% (7/20),25% (1/4),61% (35/57),31% (21/68),45% (56/125),4,1,70% (7/10),9% (1/11),38% (8/21),[],[],[],[],[],0
07.07.,Brady P.,2,,,,,,6,1,70%,84% (36/43),61% (11/18),100% (2/2),26% (10/39),56% (14/25),67% (2/3),77% (47/61),38% (24/64),57% (71/125),5,0,100% (11/11),20% (2/10),62% (13/21),[],[],[],[],[],0
07.07.,MacKinlay J.,0,,,,,,3,6,61%,74% (29/39),44% (11/25),33% (1/3),16% (7/43),39% (7/18),0% (0/2),63% (40/64),23% (14/61),43% (54/125),5,0,80% (8/10),0% (0/11),38% (8/21),[],[],[],[],[],0
ITF MEN - SINGLES M15 Kayseri (Turkey),hard,header
ITF MEN - SINGLES M25 Nottingham 2 (United Kingdom),hard,header
CHALLENGER MEN - SINGLES Glasgow (United Kingdom) - Qualification,hard,header
16.02.,Brady P.,0,,,,,,3,2,69%,60% (32/53),54% (13/24),56% (5/9),29% (16/56),47% (8/17),40% (2/5),58% (45/77),33% (24/73),46% (69/150),2,0,67% (8/12),17% (2/12),42% (10/24),[],[],[],[],[],0
16.02.,Braswell M.,2,,,,,,6,0,77%,71% (40/56),53% (9/17),60% (3/5),40% (21/53),46% (11/24),44% (4/9),67% (49/73),42% (32/77),54% (81/150),8,0,83% (10/12),33% (4/12),58% (14/24),[],[],[],[],[],0
ITF MEN - SINGLES M25 Roehampton (United Kingdom),hard,header
CHALLENGER MEN - SINGLES Nottingham 3 (United Kingdom) - Qualification,hard,header
06.01.,Brady P.,1,,,,,,6,4,72%,63% (51/81),48% (15/31),50% (4/8),23% (13/56),53% (20/38),50% (4/8),59% (66/112),35% (33/94),48% (99/206),5,0,73% (11/15),27% (4/15),50% (15/30),[],[],[],[],[],0
06.01.,Brancaccio R.,2,,,,,,6,5,60%,77% (43/56),47% (18/38),50% (4/8),37% (30/81),52% (16/31),50% (4/8),65% (61/94),41% (46/112),52% (107/206),5,0,73% (11/15),27% (4/15),50% (15/30),[],[],[],[],[],0
05.01.,Brady P.,2,,,,,,2,1,71%,75% (33/44),44% (8/18),60% (3/5),44% (19/43),48% (12/25),44% (4/9),66% (41/62),46% (31/68),55% (72/130),8,0,82% (9/11),36% (4/11),59% (13/22),[],[],[],[],[],0
05.01.,Wiskandt M.,0,,,,,,2,2,63%,56% (24/43),52% (13/25),56% (5/9),25% (11/44),56% (10/18),40% (2/5),54% (37/68),34% (21/62),45% (58/130),2,0,64% (7/11),18% (2/11),41% (9/22),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Manzanillo (Mexico),hard,header
26.11.2024,Brady P.,0,,,,,,4,6,64%,65% (28/43),46% (11/24),40% (2/5),11% (3/28),19% (3/16),0% (0/0),58% (39/67),14% (6/44),41% (45/111),2,0,70% (7/10),0% (0/9),37% (7/19),[],[],[],[],[],0
26.11.2024,Kodat T.,2,,,,,,6,0,64%,89% (25/28),81% (13/16),0% (0/0),35% (15/43),54% (13/24),60% (3/5),86% (38/44),42% (28/67),59% (66/111),8,0,100% (9/9),30% (3/10),63% (12/19),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Manzanillo (Mexico) - Qualification,hard,header
25.11.2024,Brady P.,2,,,,,,2,6,70%,68% (25/37),44% (7/16),25% (1/4),53% (19/36),56% (14/25),60% (6/10),60% (32/53),54% (33/61),57% (65/114),8,0,70% (7/10),67% (6/9),68% (13/19),[],[],[],[],[],0
25.11.2024,Kumar P.,0,,,,,,2,2,59%,47% (17/36),44% (11/25),40% (4/10),32% (12/37),56% (9/16),75% (3/4),46% (28/61),40% (21/53),43% (49/114),2,0,33% (3/9),30% (3/10),32% (6/19),[],[],[],[],[],0
24.11.2024,Brady P.,1,,,,,,3,10,60%,75% (41/55),59% (22/37),33% (1/3),25% (14/55),50% (16/32),50% (3/6),68% (63/92),34% (30/87),52% (93/179),8,1,86% (12/14),23% (3/13),56% (15/27),[],[],[],[],[],0
24.11.2024,Reynolds F.,1,,,,,,14,6,63%,75% (41/55),50% (16/32),50% (3/6),25% (14/55),41% (15/37),67% (2/3),66% (57/87),32% (29/92),48% (86/179),2,0,77% (10/13),14% (2/14),44% (12/27),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Puerto Vallarta (Mexico),hard,header
23.11.2024,Brady P.,0,,,,,,0,4,73%,55% (16/29),18% (2/11),50% (4/8),17% (4/24),14% (2/14),0% (0/0),45% (18/40),16% (6/38),31% (24/78),3,2,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],0
23.11.2024,Kuzmanov D.,2,,,,,,2,1,63%,83% (20/24),86% (12/14),0% (0/0),45% (13/29),82% (9/11),50% (4/8),84% (32/38),55% (22/40),69% (54/78),7,0,100% (8/8),57% (4/7),80% (12/15),[],[],[],[],[],0
22.11.2024,Brady P.,2,,,,,,2,9,64%,67% (48/72),39% (16/41),75% (12/16),39% (26/66),55% (17/31),38% (6/16),57% (64/113),44% (43/97),51% (107/210),7,0,73% (11/15),43% (6/14),59% (17/29),[],[],[],[],[],0
22.11.2024,Kirchheimer S.,1,,,,,,7,3,68%,61% (40/66),45% (14/31),63% (10/16),33% (24/72),61% (25/41),25% (4/16),56% (54/97),43% (49/113),49% (103/210),3,1,57% (8/14),27% (4/15),41% (12/29),[],[],[],[],[],0
20.11.2024,Brady P.,2,,,,,,1,6,70%,84% (26/31),38% (5/13),50% (1/2),44% (15/34),77% (10/13),63% (5/8),70% (31/44),53% (25/47),62% (56/91),7,0,88% (7/8),71% (5/7),80% (12/15),[],[],[],[],[],0
20.11.2024,Ledesma S.,0,,,,,,0,1,72%,56% (19/34),23% (3/13),38% (3/8),16% (5/31),62% (8/13),50% (1/2),47% (22/47),30% (13/44),38% (35/91),3,1,29% (2/7),13% (1/8),20% (3/15),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Puerto Vallarta (Mexico) - Qualification,hard,header
18.11.2024,Brady P.,2,,,,,,3,6,68%,63% (51/81),58% (22/38),77% (10/13),39% (27/70),55% (24/44),40% (6/15),61% (73/119),45% (51/114),53% (124/233),8,2,81% (13/16),38% (6/16),59% (19/32),[],[],[],[],[],0
18.11.2024,Kirchheimer S.,1,,,,,,8,6,61%,61% (43/70),45% (20/44),60% (9/15),37% (30/81),42% (16/38),23% (3/13),55% (63/114),39% (46/119),47% (109/233),2,0,63% (10/16),19% (3/16),41% (13/32),[],[],[],[],[],0
18.11.2024,Brady P.,2,,,,,,1,7,63%,68% (27/40),58% (14/24),67% (4/6),45% (19/42),59% (20/34),26% (5/19),64% (41/64),51% (39/76),57% (80/140),8,0,80% (8/10),56% (5/9),68% (13/19),[],[],[],[],[],0
18.11.2024,Reynolds F.,0,,,,,,7,6,55%,55% (23/42),41% (14/34),74% (14/19),33% (13/40),42% (10/24),33% (2/6),49% (37/76),36% (23/64),43% (60/140),2,0,44% (4/9),20% (2/10),32% (6/19),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Sioux Falls (USA) - Qualification,hard,header
21.10.2024,Brady P.,0,,,,,,2,3,64%,59% (20/34),37% (7/19),25% (1/4),24% (7/29),41% (7/17),0% (0/0),52% (17/33),29% (10/34),40% (27/67),2,0,40% (2/5),0% (0/6),18% (2/11),[],[],[],[],[],0
