Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,144/116,77/59,42/34,25/21,0/2,-
2024,29/20,23/16,-,6/4,-,-
2023,26/26,15/11,0/3,11/11,0/1,-
2022,40/31,23/14,13/13,4/3,0/1,-
2021,41/22,15/11,22/8,4/3,-,-
2020,7/8,0/2,7/6,-,-,-
2019,1/8,1/4,0/4,-,-,-
2018,0/1,0/1,-,-,-,-
