Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,87/59,60/41,25/16,2/2,-,-
2024,27/10,17/6,10/4,-,-,-
2023,13/6,11/5,2/1,-,-,-
2022,16/10,10/6,5/3,1/1,-,-
2021,11/7,6/3,4/3,1/1,-,-
2020,7/7,3/4,4/3,-,-,-
2019,8/10,8/10,-,-,-,-
2018,5/9,5/7,0/2,-,-,-
