Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,120/70,75/49,11/5,34/13,0/3,-
2024,36/28,25/19,7/3,4/4,0/2,-
2023,53/25,32/17,4/2,17/5,0/1,-
2022,23/13,13/11,-,10/2,-,-
2021,7/3,5/2,-,2/1,-,-
2020,1/1,-,-,1/1,-,-
