Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,247/172,179/120,51/40,17/12,-,-
2024,10/6,0/1,8/4,2/1,-,-
2023,39/31,31/22,8/9,-,-,-
2022,30/28,24/22,3/2,3/4,-,-
2021,46/34,38/29,2/2,6/3,-,-
2020,27/11,22/8,5/3,-,-,-
2019,57/28,42/20,15/8,-,-,-
2018,29/24,19/14,4/6,6/4,-,-
2017,4/5,0/1,4/4,-,-,-
2016,5/5,3/3,2/2,-,-,-
