Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,14/15,10/13,4/2,-,-,-
2024,9/6,5/4,4/2,-,-,-
2023,1/5,1/5,-,-,-,-
2022,4/4,4/4,-,-,-,-
